t,mu,totalDamage
29.72,-0.50625,0.25114620977832036
29.74,-0.7,0.2511609464335938
29.76,-0.74125,0.2511679250634766
29.78,-0.5925,0.2511695707265626
29.8,-0.37,0.2511949128378907
29.82,-0.17125,0.25128546318261724
29.84,-0.08375,0.2513482616591798
29.86,-0.1225,0.2513482907519532
29.88,-0.295,0.2513529753398438
29.9,-0.44625,0.25137207904199227
29.92,-0.44,0.25137207916406257
29.94,-0.435,0.2513720797539063
29.96,-0.5375,0.2513949741640626
29.98,-0.65125,0.2514396465439454
30,-0.6375,0.25143964784375006
30.02,-0.56875,0.2514399273017579
30.04,-0.50625,0.2514411708564454
30.06,-0.45375,0.2514434984111329
30.08,-0.2775,0.25146575093750007
30.1,0.02,0.25162752828515633
30.12,0.25125,0.2519450188173829
30.14,0.2825,0.25200026864648445
30.16,0.1825,0.25200076864648446
30.18,0.11875,0.25200246404785165
30.2,0.15125,0.25200248121191415
30.22,0.1525,0.25200248326953134
30.24,0.07625,0.25200469393066416
30.26,-0.22125,0.252064223913086
30.28,-0.4625,0.2522070539023439
30.3,-0.44,0.2522070595976563
30.32,-0.3075,0.25220891583984384
30.34,-0.2725,0.25221048340234387
30.36,-0.33375,0.25221059829394543
30.38,-0.535,0.2522803362695314
30.4,-0.6675,0.2524358535898439
30.42,-0.71375,0.2525015621572267
30.44,-0.62,0.25250197414453135
30.46,-0.43625,0.2525122467744142
30.48,-0.2,0.25256936150390635
30.5,-0.08125,0.25262807994628916
30.52,-0.1975,0.252628865451172
30.54,-0.36375,0.2526393525791017
30.56,-0.36875,0.2526399617822267
30.58,-0.04125,0.25267739699316416
30.6,0.4375,0.25334323486914073
30.62,0.45625,0.25338828650488293
30.64,0.18875,0.2533978571533204
30.66,-0.14375,0.25349628650488293
30.68,-0.41125,0.2537147077783204
30.7,-0.27,0.253716116857422
30.72,0.04875,0.2537633757783204
30.74,0.29,0.253887128169922
30.76,0.41875,0.2540006012783204
30.78,0.4625,0.2540564441152345
30.8,0.39,0.25405663465429695
30.82,0.1725,0.2540686386152345
30.84,0.04875,0.25409185885253915
30.86,0.25125,0.25409601073535165
30.88,0.34625,0.2541050241572267
30.9,0.26375,0.2541053049150392
30.92,0.02375,0.2541250047548829
30.94,-0.2275,0.2542470292246095
30.96,-0.1625,0.2542471665371095
30.98,0.11125,0.25426646527050795
31,0.35875,0.25434777308105483
31.02,0.6475,0.25493577014257823
31.04,0.9275,0.2560417817500001
31.06,1.04625,0.2566967257001954
31.08,0.99375,0.25669679805175794
31.1,0.9,0.2566982897753908
31.12,0.94125,0.25669832487011734
31.14,1.0825,0.2569449638046876
31.16,1.21125,0.25788474153808605
31.18,1.21125,0.25788474153808605
31.2,1.0525,0.25788674191210953
31.22,0.8025,0.257918887810547
31.24,0.41375,0.25813834903027355
31.26,0.10625,0.2585593578505861
31.28,0.0225,0.258724668638672
31.3,0.1025,0.258724924638672
31.32,0.1025,0.258724924638672
31.34,-0.0775,0.25895548087304704
31.36,-0.41625,0.2600406789365236
31.38,-0.57375,0.26072895935058604
31.4,-0.4825,0.26072933925000014
31.42,-0.1675,0.26076248291015636
31.44,0.3525,0.2611262923789064
31.46,0.48,0.26131399558789076
31.48,0.4675,0.26131399656445325
31.5,0.26125,0.2613192293525392
31.52,0.0025,0.26136843208007826
31.54,-0.215,0.26148184677539077
31.56,-0.2725,0.26152704950195327
31.58,-0.355,0.26160508702539076
31.6,-0.33125,0.26160509372363294
31.62,-0.11875,0.2616116800615236
31.64,-0.07,0.26161666158789076
31.66,-0.18875,0.2616174988681642
31.68,-0.21625,0.26161822566308607
31.7,-0.09125,0.2616192022255861
31.72,0.155,0.26167454067578133
31.74,0.26,0.26172451936328134
31.76,0.23125,0.2617245312451173
31.78,0.275,0.2617332624394532
31.8,0.5075,0.2619463396718751
31.82,0.75125,0.26247739570214856
31.84,0.83625,0.26271590463964856
31.86,0.67375,0.2627180501474611
31.88,0.44,0.2627470130507814
31.9,0.20625,0.26284092813964854
31.92,0.06125,0.2629486468271486
31.94,0.0325,0.2629755215410158
31.96,0.145,0.26297623345507826
31.98,0.305,0.26298563895507826
32,0.42625,0.2630060448564454
32.02,0.4975,0.26302579385351577
32.04,0.525,0.26303525101757824
32.06,0.59875,0.26306630247558604
32.08,0.72125,0.2631388849697267
32.1,0.8425,0.2632538596191407
32.12,0.76625,0.26325408128027356
32.14,0.385,0.26330173842382826
32.16,-0.11125,0.26368764374707043
32.18,-0.54,0.26457505006445325
32.2,-0.7525,0.2656169038535158
32.22,-0.7475,0.2656169039160158
32.24,-0.3625,0.2656465633535158
32.26,0.1125,0.2659405111660158
32.28,0.3175,0.2662294253535158
32.3,0.17,0.26623102987695324
32.32,-0.0125,0.26624739385351576
32.34,-0.18875,0.2662942985224611
32.36,-0.24625,0.26631900919238294
32.38,-0.2575,0.2663244800410158
32.4,-0.27375,0.26633276892480484
32.42,-0.39875,0.2664131485146486
32.44,-0.535,0.26653920520507823
32.46,-0.6925,0.26674457585351574
32.48,-0.7675,0.266929378373047
32.5,-0.715,0.2669294507246095
32.52,-0.57,0.26693323024023446
32.54,-0.515,0.2669374275996095
32.56,-0.55875,0.26693746946972663
32.58,-0.58,0.2669375649121095
32.6,-0.6225,0.26693804874804694
32.62,-0.6725,0.266939381091797
32.64,-0.62875,0.2669394229619142
32.66,-0.50375,0.26694245911816417
32.68,-0.38625,0.26696099299902354
32.7,-0.345,0.2669709948027345
32.72,-0.475,0.2669720933027345
32.74,-0.7,0.2669933642402345
32.76,-0.77375,0.2670455276708986
32.78,-0.52375,0.2670533401708986
32.8,-0.22625,0.26712758594433605
32.82,-0.06125,0.2672263802099611
32.84,0.13375,0.2674192163193361
32.86,0.23125,0.2675530652333986
32.88,0.185,0.2675531146992189
32.9,0.10625,0.2675540417958986
32.92,0.14875,0.2675540801787111
32.94,0.365,0.2677858187167971
32.96,0.615,0.26838667086523454
32.98,0.78375,0.2689365774130861
33,0.68875,0.26893700610058613
33.02,0.4775,0.2689509388632814
33.04,0.2475,0.2690136805273439
33.06,-0.01,0.2691866241660158
33.08,-0.1125,0.26929654012109394
33.1,-0.0375,0.2692967510585939
33.12,0.2,0.26931179891015644
33.14,0.28,0.26932677366015645
33.16,0.15625,0.2693277212177736
33.18,0.04875,0.2693329568876955
33.2,0.0075,0.26933689107421893
33.22,0.0375,0.26933690457421894
33.24,0.16375,0.26933879842285174
33.26,0.36125,0.2693699389521486
33.28,0.46625,0.26941370155761735
33.3,0.45375,0.26941370253417984
33.32,0.21625,0.2694215140576174
33.34,-0.095,0.26950209887109394
33.36,-0.375,0.26992859317578144
33.38,-0.5,0.2702084844843752
33.4,-0.60375,0.2704862426064455
33.42,-0.60375,0.2704862426064455
33.44,-0.64375,0.2706051139814455
33.46,-0.7325,0.2708936054941408
33.48,-0.73625,0.270906569458008
33.5,-0.7125,0.2709065761562502
33.52,-0.68625,0.270906631958008
33.54,-0.6525,0.2709068631718752
33.56,-0.76125,0.2709952296982424
33.58,-0.8425,0.27146092102148456
33.6,-0.87875,0.2716943406904299
33.62,-0.91375,0.27192752775292994
33.64,-0.90125,0.27192752872949244
33.66,-0.8575,0.27192761674218774
33.68,-0.79,0.2719284753105471
33.7,-0.69125,0.2719330353232424
33.72,-0.55875,0.27194989719042995
33.74,-0.3925,0.2719983399726565
33.76,-0.37625,0.2720051713076174
33.78,-0.43375,0.27200526636230493
33.8,-0.4325,0.2720052663632815
33.82,-0.24875,0.27207475767480493
33.84,0.145,0.2725211215957034
33.86,0.5975,0.27365347208984403
33.88,0.875,0.27478938386914087
33.9,0.885,0.2748376470800784
33.92,0.8175,0.2748378008535159
33.94,0.78625,0.2748381285634768
33.96,0.8475,0.27483824345507835
33.98,0.96875,0.2752642884619143
34,1.0125,0.2755022974511721
34.02,0.80125,0.2755070111318362
34.04,0.50125,0.27556911183496113
34.06,0.21375,0.27575709932519554
34.08,0.0525,0.27594466545117213
34.1,0.02875,0.2759783163994143
34.12,0.05625,0.2759783267978518
34.14,0.1575,0.27597938351562523
34.16,0.29,0.2759872317597658
34.18,0.41875,0.2760079758994143
34.2,0.525,0.2760394206699221
34.22,0.55125,0.2760496392822268
34.24,0.57,0.27605759641601585
34.26,0.59875,0.27607091289941427
34.28,0.60625,0.2760746163291018
34.3,0.57625,0.2760746298291018
34.32,0.49875,0.27607523747753926
34.34,0.40625,0.2760786163291018
34.36,0.3925,0.27607949934765647
34.38,0.4325,0.2760795313476565
34.4,0.49,0.2760799627773439
34.42,0.5375,0.27608102366015647
34.44,0.49875,0.27608105275292993
34.46,0.37,0.2760842579902346
34.48,0.18,0.2761163874355471
34.5,-0.025,0.27625633167773456
34.52,-0.2075,0.2766058699355471
34.54,-0.24375,0.2766892302373049
34.56,-0.23125,0.2766892312138674
34.58,-0.2025,0.2766892653320315
34.6,-0.13125,0.27668994215136744
34.62,-0.12125,0.2766901493701174
34.64,-0.1225,0.27669014937109393
34.66,-0.08375,0.276691278239258
34.68,0.06375,0.2767037682626955
34.7,0.265,0.27675506924609394
34.72,0.425,0.27683877162109394
34.74,0.4925,0.2768887775722658
34.76,0.49875,0.2768939026845705
34.78,0.4775,0.27689390748242204
34.8,0.40375,0.27689433137207053
34.82,0.345,0.2768957199375002
34.84,0.34875,0.2768957199638674
34.86,0.39375,0.2768957778662111
34.88,0.3575,0.27689580168359396
34.9,0.165,0.27691260659179706
34.92,-0.00875,0.27695937344042987
34.94,-0.0225,0.27696483076171896
34.96,-0.08,0.2769909451503908
34.98,-0.16375,0.2770394062373049
35,-0.2775,0.2771807511855471
35.02,-0.36,0.27740013441210953
35.04,-0.23875,0.2774010256943361
35.06,-0.01875,0.27742000395996114
35.08,0.25875,0.27751857911425803
35.1,0.46125,0.27767708108496114
35.12,0.6575,0.27792684646679705
35.14,0.78125,0.27814334583496114
35.16,0.75625,0.2781433536474611
35.18,0.5525,0.27814933068554704
35.2,0.26125,0.2782136498349611
35.22,0.00625,0.2783760880224611
35.24,-0.1025,0.2784884564238283
35.26,-0.025,0.27848868916601577
35.28,0.04625,0.27849010208691427
35.3,-0.1125,0.27850359602343766
35.32,-0.265,0.2787192702207033
35.34,-0.425,0.27908235034960954
35.36,-0.48625,0.27928040562207046
35.38,-0.47125,0.2792804073095705
35.4,-0.465,0.279280410419922
35.42,-0.43375,0.279280477973633
35.44,-0.2375,0.27928810151953143
35.46,0.025,0.27934722000585954
35.48,0.195,0.27943849021679706
35.5,0.235,0.27946800331054705
35.52,0.155,0.2794682593105471
35.54,0.005,0.2794740868105471
35.56,0.00875,0.2794740868369142
35.58,0.02,0.27947408849804706
35.6,-0.29125,0.27954087627636737
35.62,-0.93375,0.28168268398144547
35.64,-1.1975,0.2837506139296877
35.66,-0.97375,0.2837562148466799
35.68,-0.605,0.28385461434375014
35.7,-0.52625,0.28390183868847674
35.72,-0.83125,0.28391602500097674
35.74,-1.06875,0.2839816692587892
35.76,-1.06625,0.28398166926660173
35.78,-0.83375,0.2839881581962892
35.8,-0.60375,0.2840319415712892
35.82,-0.57125,0.28404323643847673
35.84,-0.7525,0.2840462136113283
35.86,-0.81375,0.28405036669628925
35.88,-0.58,0.2840567526367189
35.9,-0.2325,0.28437385164843765
35.92,0.04875,0.28489233536425795
35.94,0.1875,0.28525290639843764
35.96,0.24375,0.2854214189619142
35.98,0.20875,0.2854214403994142
36,0.0925,0.28542314900195326
36.02,0.0475,0.285425198154297
36.04,0.16125,0.2854259340634767
36.06,0.34625,0.2857715987314454
36.08,0.57875,0.2867341852412111
36.1,0.67,0.2871885996191408
36.12,0.635,0.2871886210566408
36.14,0.62625,0.28718864148925793
36.16,0.77,0.2877403292968751
36.18,0.93625,0.2887895412294923
36.2,1.085,0.28987786909375013
36.22,1.29625,0.2918105424482423
36.24,1.3025,0.2918802535468751
36.26,0.9225,0.29190768954687507
36.28,0.485,0.2921534237265626
36.3,0.21875,0.29251669335449226
36.32,0.12625,0.2926939621611329
36.34,0.18125,0.2926940453486329
36.36,0.195,0.29269412463671884
36.38,0.185,0.2926941251367189
36.4,0.125,0.2926968840527345
36.42,-0.0075,0.29300462399804694
36.44,-0.02125,0.2930403913681642
36.46,0.15,0.29304290245507825
36.48,0.43375,0.29308748955566416
36.5,0.555,0.2931360673261719
36.52,0.31125,0.2931433084150391
36.54,-0.09125,0.2934256373232422
36.56,-0.45625,0.294792014538086
36.58,-0.585,0.29543418725000004
36.6,-0.56375,0.2954341920478516
36.62,-0.38125,0.29543841649511726
36.64,0.035,0.29555335125000004
36.66,0.04875,0.29556145662792976
36.68,-0.37125,0.2955985006279298
36.7,-0.48125,0.29563589512792976
36.72,-0.5375,0.2956622004843751
36.74,-0.44625,0.2956625803837891
36.76,-0.2375,0.2956757004843751
36.78,-0.1925,0.2956827322968751
36.8,-0.10375,0.2957030031435548
36.82,0.0925,0.2957911633300782
36.84,0.29125,0.29597207349902355
36.86,0.36375,0.2960626725009766
36.88,0.29125,0.29606286304003915
36.9,0.21875,0.2960641968134766
36.92,0.0875,0.29607321338085946
36.94,-0.15875,0.29613399538378915
36.96,-0.35375,0.29624735924316414
36.98,-0.30125,0.29624743159472666
37,-0.25375,0.2962478592431641
37.02,-0.25375,0.2962478592431641
37.04,-0.18,0.2962499819179688
37.06,0.0375,0.2962773048457032
37.08,0.3325,0.29640895020898445
37.1,0.53875,0.2967145920986329
37.12,0.6475,0.2969411668613282
37.14,0.73,0.2971420138847657
37.16,0.78375,0.2972872089697266
37.18,0.6,0.2972903110429688
37.2,0.355,0.2973266167890626
37.22,0.1225,0.2974317752675782
37.24,-0.06,0.29758754771484386
37.26,-0.25875,0.29785370672753914
37.28,-0.45375,0.29823476658691417
37.3,-0.59125,0.29860288011230474
37.32,-0.70375,0.2992447299658204
37.34,-0.7175,0.29932831665625004
37.36,-0.6475,0.29932848815625007
37.38,-0.58375,0.29932951298730476
37.4,-0.63125,0.2993295665732423
37.42,-0.65125,0.29932966676074224
37.44,-0.55625,0.29933072057910165
37.46,-0.38625,0.29934679766503913
37.48,-0.215,0.29939206639843763
37.5,0.04625,0.29955137726074227
37.52,0.295,0.2998476095546876
37.54,0.46875,0.30016326321582043
37.56,0.62625,0.30054180474511727
37.58,0.7675,0.3009660037656251
37.6,0.76875,0.3009701420439454
37.62,0.5175,0.3009780723183595
37.64,0.2375,0.30104510847460947
37.66,0.17,0.30107746844921884
37.68,0.2,0.30107748194921885
37.7,0.0925,0.3011247983613282
37.72,-0.16375,0.3013755996455079
37.74,-0.4025,0.3017735449746095
37.76,-0.495,0.3019793138984376
37.78,-0.41875,0.3019795355595704
37.8,-0.24125,0.3019874832607423
37.82,-0.3325,0.30198786316015636
37.84,-0.40875,0.3019898329716798
37.86,-0.49125,0.3019952957607423
37.88,-0.5,0.30200767805664075
37.9,-0.44875,0.3020077453623048
37.92,-0.31125,0.3020110403134767
37.94,-0.1125,0.3020367708300782
37.96,0.0375,0.30208532161132823
37.98,0.10625,0.30211908833496104
38,0.13875,0.3021379835556641
38.02,0.17,0.3021580595566407
38.04,0.27,0.3022359445566407
38.06,0.3525,0.3023174579082032
38.08,0.48875,0.30249099218847664
38.1,0.735,0.3029495044941407
38.12,0.97,0.3037900404648438
38.14,0.7475,0.30379554803515635
38.16,0.35875,0.30390423008300793
38.18,0.0125,0.3042289614570314
38.2,-0.07,0.30435247246484387
38.22,-0.17625,0.30454306313378915
38.24,-0.37,0.30499309246484385
38.26,-0.60375,0.30573888517089853
38.28,-0.87,0.3071983816523438
38.3,-0.99375,0.30812533866503916
38.32,-1.085,0.3088761079492188
38.34,-0.84375,0.3088831285126954
38.36,-0.24375,0.3091737849189454
38.38,0.25375,0.3100757963388673
38.4,0.44,0.31064939701171884
38.42,0.2525,0.31065269291015635
38.44,-0.075,0.3107176924492189
38.46,-0.28375,0.310838952225586
38.48,-0.3125,0.31086245092578135
38.5,-0.20625,0.31086305065722664
38.52,0.04375,0.3108850574931642
38.54,0.185,0.3109240181054689
38.56,0.11,0.31092422904296885
38.58,-0.0525,0.31093071634765634
38.6,-0.23125,0.31096007868847664
38.62,-0.31875,0.31099093815136725
38.64,-0.13875,0.31099385415136727
38.66,0.015,0.31100952620117195
38.68,0.00625,0.3110095265361329
38.7,-0.05875,0.31100972676660166
38.72,-0.0825,0.31100998963085946
38.74,0.1025,0.31102924074609384
38.76,0.42,0.3111934519941407
38.78,0.66125,0.312099480553711
38.8,0.7875,0.3127197151425782
38.82,0.6575,0.3127208136425782
38.84,0.285,0.3127831573378907
38.86,-0.0725,0.31303774314257815
38.88,-0.32,0.3133989206660157
38.9,-0.32125,0.3134012230556641
38.92,-0.2825,0.31340125214843756
38.94,-0.2825,0.31340125214843756
38.96,-0.375,0.31350527821093754
38.98,-0.49375,0.31377142432910166
39,-0.4475,0.31377147379492193
39.02,-0.28625,0.31377589141503914
39.04,-0.1375,0.31379403089648444
39.06,0.135,0.31389570511718756
39.08,0.02,0.31389646555468753
39.1,-0.29375,0.3139351129365235
39.12,-0.16625,0.313936149272461
39.14,-0.2225,0.3139362382617188
39.16,-0.2575,0.3139365291718751
39.18,-0.24875,0.31393652950683604
39.2,-0.305,0.3139403704589845
39.22,-0.41625,0.31398153443652355
39.24,-0.48875,0.3140191178134767
39.26,-0.51125,0.31406574254199227
39.28,-0.4575,0.31406582018554696
39.3,-0.2875,0.31407134345898446
39.32,-0.10875,0.3140983462998048
39.34,-0.0675,0.31410943284960946
39.36,-0.23625,0.31411183555957045
39.38,-0.495,0.314148496998047
39.4,-0.52125,0.3141786197431642
39.42,-0.315,0.31418300658398446
39.44,0.06,0.31427680785351575
39.46,0.31375,0.31446971118066414
39.48,0.34875,0.31450787124316415
39.5,0.22,0.3145089383593751
39.52,-0.01625,0.31453218480566414
39.54,-0.06,0.31454201751562505
39.56,0.01375,0.31454221808105476
39.58,0.17,0.3145481010156251
39.6,0.26,0.3145584015156251
39.62,0.2125,0.31455845510156255
39.64,0.07,0.31456183101562507
39.66,-0.05625,0.3145742162392579
39.68,-0.10875,0.3145885180478517
39.7,-0.03875,0.3145886895478517
39.72,0.04625,0.31459037998535166
39.74,0.085,0.3145921546445314
39.76,0.09875,0.3145929851337892
39.78,0.1475,0.3145969312558595
39.8,0.315,0.31462656318359383
39.82,0.46375,0.31478498116503917
39.84,0.62625,0.3150626342509767
39.86,0.8575,0.3158100675156251
39.88,0.88875,0.31598980196386733
39.9,0.7125,0.3159925394843751
39.92,0.41875,0.31604171346386734
39.94,0.16,0.3161833129863283
39.96,0.03,0.3163064452285158
39.98,0,0.3163408033613283
40,-0.01375,0.3163573479091798
40.02,-0.06,0.3164167995019533
40.04,-0.05625,0.31641679952832047
40.06,-0.0575,0.316416799529297
40.08,-0.09125,0.3164603980166017
40.1,-0.1125,0.31649167936132827
40.12,-0.08875,0.31649168605957045
40.14,-0.11625,0.31649735297558607
40.16,-0.21,0.3166530492402345
40.18,-0.2525,0.3167330268359376
40.2,-0.2425,0.31673302733593767
40.22,-0.21875,0.3167330460576173
40.24,-0.21125,0.3167330619306642
40.26,-0.23375,0.3167330676259767
40.28,-0.23,0.3167330676523439
40.3,-0.12125,0.3167341687197267
40.32,0.06625,0.31674923097558605
40.34,0.1925,0.3167770987890626
40.36,-0.07625,0.31678680423339856
40.38,-0.4575,0.31729791231640636
40.4,-0.43375,0.31729791901464854
40.42,-0.3025,0.3172997742539064
40.44,-0.38125,0.3173000184404298
40.46,-0.51375,0.31746103493652356
40.48,-0.5625,0.3176099298906251
40.5,-0.4475,0.3176106903281251
40.52,-0.1875,0.31763629707812513
40.54,0.00875,0.31770313691503915
40.56,0.0825,0.3177440979531251
40.58,0.1225,0.3177706394531251
40.6,0.2775,0.3179062818906251
40.62,0.62875,0.31845516736816415
40.64,0.9725,0.31964864363867196
40.66,1.17625,0.32107479988183607
40.68,1.19125,0.3211906129013673
40.7,1.0475,0.32119209813085947
40.72,0.79625,0.3212214278388673
40.74,0.49,0.3213630332929689
40.76,0.2625,0.32159117189257824
40.78,0.08125,0.32187442840136726
40.8,-0.04875,0.32214392490136734
40.82,-0.145,0.3223835928906251
40.84,-0.195,0.3225225836328126
40.86,-0.175,0.3225225876328126
40.88,-0.07625,0.32252342091308606
40.9,0.03125,0.3225283743955079
40.92,0.155,0.3225440211328126
40.94,0.3225,0.32259187850000015
40.96,0.445,0.3226536556328126
40.98,0.48375,0.322678934225586
41,0.42625,0.3226790292802736
41.02,0.30125,0.32268197342089855
41.04,0.08,0.32271184268945324
41.06,-0.2325,0.3229463303164064
41.08,-0.495,0.32390068864648447
41.1,-0.60625,0.3244071809541017
41.12,-0.59375,0.3244071819306642
41.14,-0.42625,0.32441009695410167
41.16,-0.245,0.32443075279882827
41.18,-0.1175,0.3244655564140626
41.2,-0.095,0.32447399533789073
41.22,-0.15,0.32447407852539073
41.24,-0.14375,0.32447407864746103
41.26,0.08625,0.3245733936806642
41.28,0.35375,0.3248497153291017
41.3,0.35125,0.3248497153369142
41.32,0.13375,0.32485503932910165
41.34,-0.1225,0.3249037254277345
41.36,-0.3675,0.3250373130175782
41.38,-0.515,0.3251775496796876
41.4,-0.53125,0.32519629239160164
41.42,-0.4325,0.3251967738750001
41.44,-0.3175,0.32520117541015636
41.46,-0.195,0.3252153012871095
41.48,-0.17125,0.3252196203916017
41.5,-0.19875,0.3252196307900391
41.52,-0.29875,0.3252206567275392
41.54,-0.37875,0.32522408747753917
41.56,-0.26875,0.32522475297753917
41.58,-0.04875,0.32526139107128915
41.6,0.12125,0.3253441295400391
41.62,0.28875,0.3254809105634766
41.64,0.3975,0.3256150817460938
41.66,0.41625,0.32564395069628915
41.68,0.3575,0.32564405208593755
41.7,0.31375,0.3256444891416016
41.72,0.3125,0.32564450908203135
41.74,0.34625,0.32564452830371104
41.76,0.395,0.3256447898398438
41.78,0.38375,0.3256447905517579
41.8,0.30375,0.32564522412597663
41.82,0.18625,0.3256505957119141
41.84,0.055,0.3256680840566407
41.86,-0.03375,0.32569007471191413
41.88,-0.1275,0.3257248958789063
41.9,-0.1875,0.32575454989453134
41.92,-0.1825,0.32575454995703135
41.94,-0.16375,0.3257545565927735
41.96,-0.11375,0.325754750459961
41.98,-0.08,0.3257551710429688
42,-0.11875,0.3257552001357422
42.02,-0.17,0.32575553554296877
42.04,-0.2625,0.32580210510156254
42.06,-0.36125,0.32588075631347657
42.08,-0.43125,0.32595011559472664
42.1,-0.4575,0.32597928194921877
42.12,-0.3775,0.3259795379492188
42.14,-0.1725,0.3259908565117188
42.16,-0.04375,0.3260146966865235
42.18,-0.14875,0.32601527549902354
42.2,-0.30125,0.326023233616211
42.22,-0.4025,0.32603778252929694
42.24,-0.345,0.32603787758398445
42.26,-0.2175,0.326040948341797
42.28,-0.13125,0.326047761350586
42.3,-0.115,0.3260496643652344
42.32,-0.175,0.32604977236523447
42.34,-0.22,0.32605024317773446
42.36,-0.185,0.32605026461523445
42.38,-0.1625,0.32605033823242197
42.4,-0.26375,0.3260515001376954
42.42,-0.305,0.3260532839746095
42.44,-0.31125,0.32605363366699225
42.46,-0.45125,0.32607248442871106
42.48,-0.5275,0.3261608198691407
42.5,-0.5725,0.3262238518964845
42.52,-0.5275,0.3262238974589845
42.54,-0.28125,0.32623620476464854
42.56,0.0125,0.3263239527089845
42.58,0.21625,0.3264692030595704
42.6,0.3825,0.3266593438339845
42.62,0.4475,0.3267576871953126
42.64,0.44625,0.32675768719628917
42.66,0.45,0.32676186104296884
42.68,0.51,0.32686808255859384
42.7,0.6625,0.32719382124804697
42.72,0.915,0.3279328905234376
42.74,1.035,0.3283831698046876
42.76,0.8175,0.3283883143593751
42.78,0.48,0.32846864674218756
42.8,0.24875,0.3286261953798829
42.82,0.105,0.3287853483046876
42.84,0.0675,0.3288359870156251
42.86,0.165,0.3288364504453126
42.88,0.30125,0.3288423729560548
42.9,0.39125,0.3288529537919923
42.92,0.37,0.32885295858984387
42.94,0.23625,0.32885481572949227
42.96,0.04375,0.32890409286621103
42.98,-0.17,0.329291948419922
43,-0.29125,0.3295834998232423
43.02,-0.30125,0.32961008334667985
43.04,-0.115,0.32961331376562514
43.06,0.00875,0.32962497884667985
43.08,-0.0025,0.3296249795585939
43.1,-0.1525,0.3296270752226564
43.12,-0.31375,0.32967366783300794
43.14,-0.3625,0.3298115574746095
43.16,-0.275,0.329811892435547
43.18,-0.12875,0.32981794341503917
43.2,0.0275,0.3298412169746095
43.22,0.12625,0.32986993293457045
43.24,0.13,0.32987128695117196
43.26,0.02,0.32987195245117196
43.28,-0.09,0.329876610951172
43.3,-0.13,0.329880074951172
43.32,-0.07125,0.32988017634082045
43.34,0.08125,0.32988478863183607
43.36,0.22125,0.3299285939853517
43.38,0.2975,0.3299728814746095
43.4,0.315,0.329984621841797
43.42,0.27,0.329984667404297
43.44,0.14875,0.32998691933886737
43.46,0.0125,0.32999846216210954
43.48,-0.11875,0.3300254245009767
43.5,-0.22375,0.33006280835644547
43.52,-0.2375,0.3300689488808595
43.54,-0.15,0.330069283841797
43.56,0.04125,0.33007977853613296
43.58,0.1975,0.3301101053183595
43.6,0.3575,0.3301844115527345
43.62,0.4425,0.3302586176152345
43.64,0.35,0.33025901334179697
43.66,0.16125,0.33026974127246106
43.68,0.02875,0.3302940323525392
43.7,0.01625,0.3302973400966798
43.72,0.18125,0.3302995861591798
43.74,0.3775,0.3303209119414064
43.76,0.49,0.33038501236718765
43.78,0.48375,0.330385012489258
43.8,0.31,0.33038792836718767
43.82,0.0625,0.3304240765156251
43.84,-0.14375,0.3305122817451174
43.86,-0.26125,0.3305970063134767
43.88,-0.26,0.33059700631445327
43.9,-0.14125,0.3305978703134767
43.92,-0.055,0.33060139315429704
43.94,-0.01625,0.3306043593759767
43.96,0.00125,0.3306060502587892
43.98,-0.03375,0.3306060716962892
44,-0.13125,0.3306072133603517
44.02,-0.20125,0.33061020214160175
44.04,-0.20375,0.3306103578212892
44.06,-0.05125,0.3306121311103517
44.08,0.115,0.33063225317773454
44.1,0.25875,0.3306759254384767
44.12,0.2775,0.33068380795312513
44.14,0.21,0.33068396172656267
44.16,0.0475,0.33068989145312516
44.18,-0.10125,0.3307109740927736
44.2,-0.2225,0.33074630795312515
44.22,-0.2625,0.33076305443554704
44.24,-0.23125,0.3307630696943361
44.26,-0.1775,0.3307633614980471
44.28,-0.10625,0.33076496178417986
44.3,-0.0475,0.330768023623047
44.32,-0.02375,0.33076985899707045
44.34,-0.07625,0.330769931348633
44.36,-0.14125,0.330770670114258
44.38,-0.205,0.33077283616992204
44.4,-0.27,0.3307830976445314
44.42,-0.33,0.3308392936445314
44.44,-0.325,0.3308392937070314
44.46,-0.32375,0.3308392937666017
44.48,-0.3525,0.33086261577148457
44.5,-0.2825,0.33086278727148455
44.52,-0.13625,0.3308676721357424
44.54,0.0125,0.33088692933398456
44.56,0.13625,0.33092099123144547
44.58,0.16125,0.33093041511816423
44.6,0.03875,0.33093133425097676
44.62,-0.095,0.33093882832617205
44.64,-0.15125,0.33094567390722673
44.66,-0.13875,0.33094567488378923
44.68,-0.02375,0.33094671024316424
44.7,0.11125,0.33095471785253927
44.72,0.21625,0.33098512199707053
44.74,0.2925,0.33102730141210956
44.76,0.45,0.33115154085742204
44.78,0.58875,0.3313127412958986
44.8,0.57875,0.33131274179589865
44.82,0.38125,0.3313172083818361
44.84,0.10125,0.3313706700068361
44.86,-0.135,0.3315022965097658
44.88,-0.3,0.3316637426933596
44.9,-0.4425,0.3319911559609377
44.92,-0.44875,0.3320117083388674
44.94,-0.40375,0.3320117539013674
44.96,-0.46625,0.33207027348535173
44.98,-0.42625,0.33207030548535177
45,-0.38,0.33207059429492203
45.02,-0.32375,0.33207172030566423
45.04,-0.27,0.33207405267773454
45.06,-0.2175,0.33207796938281264
45.08,-0.09625,0.33209559998535176
