t,mu,totalMu,totalDamage,
10.1,-0.0575,20.674999999999997,0.002578752738952637,
10.12,0.19625,20.92875,0.002678434129714966,
10.14,0.31625,21.04875,0.0028017540149688725,
10.16,0.24875,21.11625,0.0028020543537139895,
10.18,0.08875,21.276249999999997,0.002813252595901489,
10.2,-0.06875,21.433749999999996,0.002857483140945435,
10.22,-0.06875,21.433749999999996,0.002857483140945435,
10.24,0.14,21.6425,0.00286636654663086,
10.26,0.21625,21.71875,0.0028800897083282474,
10.28,0.11875,21.816249999999997,0.002880994844436646,
10.3,0.07125,21.863749999999996,0.0028830668811798098,
10.32,0.0175,21.917499999999997,0.0028877566375732425,
10.34,0.07125,21.971249999999998,0.0028879082851409913,
10.36,0.07125,21.971249999999998,0.0028879082851409913,
10.38,-0.01875,22.06125,0.0028930667095184333,
10.4,0.03125,22.11125,0.002893188779830933,
10.42,0.2225,22.3025,0.0029072605438232426,
10.44,0.355,22.435,0.0029899338493347173,
10.46,0.275,22.515,0.0029904338493347174,
10.48,0.0625,22.7275,0.003014372524261475,
10.5,-0.0975,22.8875,0.0030804145164489752,
10.52,-0.0025,22.9825,0.003081251796722413,
10.54,0.13625,23.12125,0.0030928870563507087,
10.56,0.10875,23.14875,0.003092907365798951,
10.58,0.11375,23.153750000000002,0.003092907487869263,
10.6,0.25875,23.29875,0.0031246085872650153,
10.62,0.3625,23.4025,0.0031815111045837407,
10.64,0.155,23.61,0.0031902358818054204,
10.66,-0.14375,23.908749999999998,0.003308216512680054,
10.68,-0.345,24.11,0.0035282423362731933,
10.7,-0.315,24.14,0.0035282687034606935,
10.72,-0.08125,24.37375,0.0035461598377227784,
10.74,0.0975,24.552500000000002,0.0036128558769226073,
10.76,0.25875,24.713749999999997,0.0037431596851348874,
10.78,0.34375,24.79875,0.0038473115329742433,
10.8,0.38,24.835,0.0039003889427185055,
10.82,0.335,24.88,0.003900477931976318,
10.84,0.12375,25.09125,0.003916820989608764,
10.86,-0.14875,25.36375,0.00404475037574768,
10.88,-0.3325,25.5475,0.004253616558074951,
10.9,-0.36875,25.58375,0.00431070525932312,
10.92,-0.38875,25.603749999999998,0.004344773984909058,
10.94,-0.31875,25.67375,0.004345108945846558,
10.96,-0.14875,25.84375,0.004358273984909058,
10.98,0.05375,26.04625,0.004429387525558472,
11,0.2375,26.229999999999997,0.004584625938415528,
11.02,0.26875,26.261249999999997,0.004622353437423706,
11.04,0.19375,26.33625,0.004622765424728393,
11.06,0.0625,26.4675,0.004630921485900878,
11.08,0.0125,26.5175,0.004638785484313965,
11.1,-0.0425,26.572499999999998,0.004651799560546874,
11.12,-0.10125,26.631249999999998,0.004671819257736206,
11.14,-0.11875,26.64875,0.004679175260543823,
11.16,-0.1225,26.652499999999996,0.004680840942382813,
11.18,-0.1075,26.667499999999997,0.00468084423828125,
11.2,0.16625,26.941249999999997,0.004704351667404174,
11.22,0.3275,27.1025,0.004820583293914795,
11.24,0.245,27.184999999999995,0.004821131649017334,
11.26,0.16125,27.268749999999997,0.004825070592880249,
11.28,0.18,27.287499999999998,0.004825077030181885,
11.3,0.225,27.332499999999996,0.00482532360458374,
11.32,0.1725,27.384999999999998,0.0048254649162292485,
11.34,0.065,27.4925,0.004838753273010254,
11.36,0.0625,27.494999999999997,0.0048392627792358395,
11.38,0.12125,27.55375,0.004839460805892944,
11.4,0.1,27.575,0.004839470176696777,
11.42,0.09875,27.57625,0.004839471929550171,
11.44,0.1075,27.585,0.004839472583770751,
11.46,0.10625,27.58625,0.004839472585678101,
11.48,0.025,27.667499999999997,0.004848518554687499,
11.5,-0.03625,27.728749999999998,0.004868487890243529,
11.52,-0.07375,27.766249999999996,0.004884574449539184,
11.54,-0.1425,27.834999999999997,0.004922876327514647,
11.56,-0.1925,27.884999999999998,0.004958799179077147,
11.58,-0.20125,27.893749999999997,0.004965848112106323,
11.6,-0.16125,27.933749999999996,0.004965910612106323,
11.62,-0.17375,27.946249999999996,0.004965912519454956,
11.64,-0.22875,28.001249999999995,0.004989689386367797,
11.66,-0.10625,28.123749999999994,0.004991484567642211,
11.68,-0.00375,28.226249999999993,0.00500081304359436,
11.7,-0.0425,28.264999999999993,0.00500086986541748,
11.72,-0.2025,28.424999999999997,0.005008479972839355,
11.74,-0.395,28.617499999999996,0.005213708869934081,
11.76,-0.46625,28.688749999999995,0.0053522350864410395,
11.78,-0.3625,28.792499999999997,0.00535332568359375,
11.8,-0.20875,28.946249999999996,0.005368908777236938,
11.82,-0.06125,29.093749999999993,0.005417108255386352,
11.84,-0.0725,29.104999999999997,0.005417109645843505,
11.86,-0.14125,29.173749999999995,0.005417608255386352,
11.88,-0.2025,29.234999999999992,0.005419860363006591,
11.9,-0.335,29.367499999999993,0.005437142013549804,
11.92,-0.42375,29.456249999999997,0.005463626581192016,
11.94,-0.38875,29.491249999999994,0.005463668451309203,
11.96,-0.225,29.654999999999994,0.005471293510437011,
11.98,-0.05375,29.826249999999995,0.00551381612586975,
12,0.01875,29.898749999999996,0.0055566820163726795,
12.02,-0.1275,30.044999999999995,0.005559736850738525,
12.04,-0.21875,30.136249999999997,0.005569764520645141,
12.06,-0.2025,30.152499999999996,0.005569768711090087,
12.08,-0.04375,30.311249999999998,0.005574998285293578,
12.1,0.11,30.464999999999996,0.005658303852081298,
12.12,0.08875,30.48625,0.00565831322288513,
12.14,0.03375,30.541249999999998,0.005658736783981322,
12.16,0.04,30.5475,0.005658737022399902,
12.18,0.055,30.5625,0.005658746154785155,
12.2,0.05625,30.56375,0.005658747907638549,
12.22,0.04875,30.57125,0.0056587483196258535,
12.24,0.06625,30.588749999999997,0.0056587711315155016,
12.26,0.03375,30.62125,0.005658804655075072,
12.28,0.0225,30.6325,0.005659025943756103,
12.3,0.0975,30.7075,0.005659437931060789,
12.32,0.2475,30.8575,0.005827903030395506,
12.34,0.38,30.990000000000002,0.006064641849517821,
12.36,0.36875,31.00125,0.006064643239974974,
12.38,0.22625,31.14375,0.006068191171646116,
12.4,0.13,31.240000000000002,0.006079900638580321,
12.42,0.1075,31.262500000000003,0.006084402423858641,
12.44,0.1525,31.3075,0.006084491413116453,
12.46,0.05375,31.40625,0.006098731687545775,
12.48,-0.105,31.564999999999998,0.006176230106353758,
12.5,-0.20375,31.66375,0.00625907863807678,
12.52,-0.28875,31.74875,0.006356892839431761,
12.54,-0.1625,31.875,0.006358857982635496,
12.56,0.0325,32.07,0.00638926930618286,
12.58,0.1775,32.215,0.006455874919891356,
12.6,0.23625,32.27375,0.006498204484939573,
12.62,0.30375,32.34125,0.0065600186481475815,
12.64,0.33625,32.37375,0.006595311418533324,
12.66,0.2325,32.477500000000006,0.0065964020156860335,
12.68,0.13125,32.57875,0.006603724626541136,
12.7,0.08625,32.62375,0.006610570207595824,
12.72,0.12625,32.66375,0.006610632707595824,
12.74,0.2475,32.785,0.006614664691925047,
12.76,0.235,32.7975,0.006614666599273679,
12.78,0.1325,32.9,0.006616149921417234,
12.8,0.0625,32.97,0.006623534145355223,
12.82,0.03875,32.99375,0.006629213872909543,
12.84,0.02,33.0125,0.006634388519287108,
12.86,0.02875,33.021249999999995,0.006634389173507688,
12.88,-0.00875,33.058749999999996,0.006643602891921995,
12.9,-0.0325,33.082499999999996,0.006652467864990233,
12.92,-0.0025,33.1125,0.006652494232177732,
12.94,0.1075,33.2225,0.0066551475524902325,
12.96,0.14125,33.256249999999994,0.006657590276718138,
12.98,0.1425,33.25749999999999,0.00665770162963867,
13,0.125,33.27499999999999,0.006657706863403318,
13.02,0.01125,33.38875,0.006659909624099729,
13.04,-0.05125,33.45125,0.006670791048049924,
13.06,0.01125,33.51375,0.0066710294666290255,
13.08,0.1475,33.65,0.006678457977294919,
13.1,0.25375,33.756249999999994,0.006698498689651486,
13.12,0.3225,33.825,0.006721776191711423,
13.14,0.40375,33.90625,0.006832507848739622,
13.16,0.38625,33.92375,0.006832513082504269,
13.18,0.2525,34.0575,0.006835886833190915,
13.2,0.10125,34.208749999999995,0.006859539724349973,
13.22,0.16625,34.27374999999999,0.006859807912826536,
13.24,0.3575,34.464999999999996,0.006875971771240231,
13.26,0.3825,34.489999999999995,0.006881265617370603,
13.28,0.235,34.637499999999996,0.00688439945220947,
13.3,0.0225,34.849999999999994,0.006930076122283933,
13.32,-0.02125,34.89375,0.006950926065444944,
13.34,-0.01625,34.89874999999999,0.006950926187515256,
13.36,-0.1,34.982499999999995,0.0070007974243164045,
13.38,-0.1425,35.02499999999999,0.007035134708404538,
13.4,-0.085,35.082499999999996,0.007035320362091062,
13.42,0.04375,35.21124999999999,0.007041444120407102,
13.44,0.015,35.239999999999995,0.007041467327117918,
13.46,-0.12875,35.38374999999999,0.0070464567699432355,
13.48,-0.24,35.495,0.007149105121612547,
13.5,-0.245,35.5,0.007155222911834715,
13.52,-0.17125,35.57375,0.007155614641189573,
13.54,-0.14125,35.60375,0.007156313508987424,
13.56,-0.18375,35.646249999999995,0.007156388475418088,
13.58,-0.23625,35.69875,0.007157150789260862,
13.6,-0.21375,35.72125,0.007157161912918089,
13.62,-0.13375,35.801249999999996,0.007158242094039913,
13.64,-0.11375,35.82124999999999,0.0071591054668426485,
13.66,-0.11375,35.82124999999999,0.0071591054668426485,
13.68,-0.1075,35.82749999999999,0.007159436153411862,
13.7,-0.16875,35.888749999999995,0.007159660551071164,
13.72,-0.32125,36.04124999999999,0.007267477231979367,
13.74,-0.4425,36.162499999999994,0.007487159416198727,
13.76,-0.43125,36.17375,0.007487160806655881,
13.78,-0.25625,36.348749999999995,0.00749346882820129,
13.8,-0.08125,36.52374999999999,0.007533198175430295,
13.82,-0.005,36.599999999999994,0.007568936988830563,
13.84,0.01875,36.623749999999994,0.007582991113662716,
13.86,0.0075,36.63499999999999,0.007582992504119869,
13.88,-0.11125,36.75375,0.007585136621475216,
13.9,-0.25875,36.90124999999999,0.0076038595066070525,
13.92,-0.2775,36.919999999999995,0.007608381839752194,
13.94,-0.2275,36.97,0.007608503910064695,
13.96,-0.15125,37.04624999999999,0.007610346982955929,
13.98,-0.15,37.0475,0.007610405933380124,
14,-0.26375,37.161249999999995,0.007611843255996701,
14.02,-0.3625,37.26,0.0076411557884216285,
14.04,-0.405,37.302499999999995,0.007661346206665035,
14.06,-0.40125,37.30624999999999,0.007661346258163448,
14.08,-0.40125,37.30624999999999,0.007661346258163448,
14.1,-0.41625,37.32124999999999,0.00766742307090759,
14.12,-0.3225,37.41499999999999,0.007668227733612058,
14.14,-0.12875,37.60875,0.007690629781723019,
14.16,0.05,37.787499999999994,0.0077686341743469205,
14.18,0.1225,37.86,0.0078281099281311,
14.2,0.0425,37.94,0.0078286099281311,
14.22,-0.02,38.0025,0.007830935749053951,
14.24,-0.00125,38.021249999999995,0.007830942186355588,
14.26,0.10125,38.123749999999994,0.007832676534652708,
14.28,0.17,38.192499999999995,0.00788202434158325,
14.3,0.085,38.27749999999999,0.007882624073028564,
14.32,-0.04,38.40249999999999,0.007891068286895751,
14.34,-0.1275,38.489999999999995,0.007907737827301024,
14.36,-0.13,38.49249999999999,0.00790839152908325,
14.38,-0.01,38.6125,0.00791007902908325,
14.4,0.12875,38.75124999999999,0.007925309221267699,
14.42,0.18375,38.80624999999999,0.007950213010787962,
14.44,0.2075,38.82999999999999,0.007978549533843991,
14.46,0.14,38.897499999999994,0.007978849872589108,
14.48,0.06125,38.97624999999999,0.007981604368209837,
14.5,0.0575,38.97999999999999,0.007981845432281493,
14.52,0.1475,39.06999999999999,0.007982557346343993,
14.54,0.1175,39.099999999999994,0.007982583713531492,
14.56,0.0125,39.20499999999999,0.00798721445083618,
14.58,-0.00375,39.22124999999999,0.007989179769515988,
14.6,-0.00625,39.223749999999995,0.007989510507583616,
14.62,0.01375,39.24374999999999,0.007989518320083617,
14.64,0.095,39.32499999999999,0.007990524150848386,
14.66,0.19125,39.42124999999999,0.007997033685684201,
14.68,0.27875,39.50874999999999,0.008097260911941526,
14.7,0.3225,39.552499999999995,0.008168063400268554,
14.72,0.39625,39.62625,0.008307091535568235,
14.74,0.4525,39.6825,0.008436960731506345,
14.76,0.35,39.785,0.008438012382507323,
14.78,0.13875,39.996249999999996,0.008467122114181515,
14.8,-0.00375,40.13875,0.008529709611892698,
14.82,-0.1,40.235,0.00860166197967529,
14.84,-0.05625,40.278749999999995,0.008601743757247923,
14.86,0.03375,40.36874999999999,0.008603998563766476,
14.88,-0.10375,40.506249999999994,0.008609711606979369,
14.9,-0.23,40.63249999999999,0.008752095584869382,
14.92,-0.155,40.707499999999996,0.008752507572174068,
14.94,0.065,40.927499999999995,0.00877716626358032,
14.96,0.24875,41.11125,0.008859254030227658,
14.98,0.25625,41.11874999999999,0.008864369504928585,
15,0.09875,41.27624999999999,0.008868184919357296,
15.02,-0.06,41.434999999999995,0.008895257637023923,
15.04,-0.13125,41.506249999999994,0.008921191328048703,
15.06,-0.15625,41.53125,0.008932913892745968,
15.08,-0.16125,41.536249999999995,0.008935436750411984,
15.1,-0.1525,41.544999999999995,0.008935437404632565,
15.12,-0.06375,41.63374999999999,0.008936341886520382,
15.14,0.085,41.7825,0.008950019142150874,
15.16,0.18875,41.88625,0.008977306867599483,
15.18,0.20875,41.90625,0.008984902570724485,
15.2,0.32875,42.02625,0.009064584199905393,
15.22,0.5525,42.25,0.009479880207061767,
15.24,0.6475,42.345,0.009796508846282958,
15.26,0.4775,42.515,0.009801306697845458,
15.28,0.15125,42.84125,0.00991585312461853,
15.3,-0.17875,43.17125,0.01034736025047302,
15.32,-0.3125,43.305,0.010660508846282958,
15.34,-0.28375,43.333749999999995,0.010660532052993773,
15.36,-0.14875,43.46875,0.010664796739578247,
15.38,-0.05625,43.56125,0.010676940893173215,
15.4,0.0575,43.675,0.010709974666595456,
15.42,0.055,43.6775,0.010709974681854247,
15.44,-0.0225,43.754999999999995,0.010710474666595457,
15.46,-0.08125,43.81375,0.0107125832157135,
15.48,-0.10375,43.83625,0.010714069150924682,
15.5,0.0375,43.9775,0.01071682125854492,
15.52,0.19375,44.13375,0.010795403223037719,
15.54,0.17375,44.15375,0.01079541103553772,
15.56,0.0475,44.28,0.010798458057403563,
15.58,-0.01375,44.34125,0.010804128000259398,
15.6,0.1325,44.4875,0.010807182834625242,
15.62,0.37375,44.72875,0.011001754724502561,
15.64,0.6125,44.9675,0.011459050811767577,
15.66,0.7975,45.152499999999996,0.012171974227905273,
15.68,0.83,45.184999999999995,0.012327982608795165,
15.7,0.72625,45.28874999999999,0.012329073205947874,
15.72,0.4675,45.5475,0.012374500934600829,
15.74,0.165,45.849999999999994,0.012615169742584227,
15.76,0.02625,45.988749999999996,0.012835046869277953,
15.78,0.0675,46.03,0.01283511541366577,
15.8,0.1875,46.14999999999999,0.012839141353607177,
15.82,0.28875,46.25125,0.012852710824966428,
15.84,0.19375,46.34625,0.012853548105239867,
15.86,-0.01625,46.55624999999999,0.012955139310836791,
15.88,-0.16875,46.708749999999995,0.013336215486526488,
15.9,-0.16875,46.708749999999995,0.013336215486526488,
15.92,-0.14,46.7375,0.013336238693237303,
15.94,-0.19375,46.79124999999999,0.01341116512107849,
15.96,-0.22375,46.82124999999999,0.013506005834579466,
15.98,-0.0975,46.94749999999999,0.013507970977783201,
16,0.065,47.10999999999999,0.01352951655960083,
16.02,0.08375,47.12875,0.013534400411605833,
16.04,-0.12875,47.34124999999999,0.01354377121543884,
16.06,-0.17875,47.39124999999999,0.013552064367294309,
16.08,-0.0625,47.50749999999999,0.013553598556518553,
16.1,0.17625,47.74624999999999,0.013603833745956419,
16.12,0.3275,47.897499999999994,0.0137049196395874,
16.14,0.3825,47.952499999999986,0.01375893194580078,
16.16,0.44125,48.01124999999999,0.013828520879745482,
16.18,0.4975,48.067499999999995,0.013907735481262205,
16.2,0.45625,48.10874999999999,0.013907804025650023,
16.22,0.2425,48.32249999999999,0.013923928230285643,
16.24,0.0325,48.53249999999999,0.014005923591613768,
16.26,0.07875,48.57874999999999,0.014006020204544067,
16.28,0.3775,48.87749999999999,0.01404602478790283,
16.3,0.53125,49.031249999999986,0.014157992071151732,
16.32,0.45375,49.108749999999986,0.014158446645736693,
16.34,0.195,49.36749999999999,0.014195118820190429,
16.36,-0.1075,49.66999999999999,0.014412494998931883,
16.38,-0.22875,49.79124999999999,0.014594616941452025,
16.4,-0.27625,49.83874999999999,0.014757711847305297,
16.42,-0.43,49.99249999999999,0.015389117462158201,
16.44,-0.55375,50.11624999999999,0.016023081106185912,
16.46,-0.64875,50.21124999999999,0.016593423063278198,
16.48,-0.63125,50.22874999999999,0.016593428297042846,
16.5,-0.5475,50.312499999999986,0.016594436706542967,
16.52,-0.5225,50.33749999999999,0.01659538820648193,
16.54,-0.62875,50.44374999999999,0.016596559556961057,
16.56,-0.83875,50.65374999999999,0.017977653657913206,
16.58,-0.8925,50.70749999999998,0.018430442539215088,
16.6,-0.5275,51.072499999999984,0.0184779299659729,
16.62,-0.0125,51.587499999999984,0.019095942539215087,
16.64,0.4825,52.08249999999998,0.020969123569488525,
16.66,0.5625,52.16249999999998,0.021438520053863524,
16.68,0.22375,52.501249999999985,0.02147648108100891,
16.7,-0.14125,52.86624999999998,0.021778893182754513,
16.72,-0.46375,53.188749999999985,0.022494023252487182,
16.74,-0.65,53.374999999999986,0.023179305652618408,
16.76,-0.59,53.43499999999998,0.023179516590118406,
16.78,-0.155,53.86999999999998,0.023297750354766843,
16.8,0.28625,54.31124999999999,0.023980753995895384,
16.82,0.24,54.35749999999999,0.023980850608825682,
16.84,-0.2475,54.844999999999985,0.02412924963760376,
16.86,-0.745,55.34249999999999,0.025224272987365723,
16.88,-1.0725,55.66999999999999,0.027783324699401854,
16.9,-1.2225,55.819999999999986,0.029502632865905758,
16.92,-1.25125,55.84874999999999,0.029862460550308223,
16.94,-1.14375,55.95624999999999,0.029863673730850214,
16.96,-1.07,56.02999999999999,0.02986827534103393,
16.98,-1.06,56.03999999999999,0.029869291866302484,
17,-0.91,56.18999999999998,0.029901268260955804,
17.02,-0.52625,56.57374999999999,0.030234607156753534,
17.04,-0.095,57.00499999999999,0.031372037586212154,
17.06,0.31,57.40999999999999,0.03357881730270385,
17.08,0.5125,57.61249999999999,0.035220564361572254,
17.1,0.38625,57.73874999999999,0.035222529504775994,
17.12,0.12,58.00499999999999,0.0352796142425537,
17.14,-0.08375,58.208749999999995,0.03542757145118713,
17.16,-0.10875,58.233749999999986,0.035454717103958124,
17.18,0.22,58.562499999999986,0.03548941453552246,
17.2,0.62875,58.97124999999998,0.03681970353507995,
17.22,1.0025,59.344999999999985,0.041510134296417235,
17.24,1.22375,59.56624999999999,0.045136353803634635,
17.26,1.05375,59.736249999999984,0.04514115165519714,
17.28,0.46625,60.32374999999999,0.04556082473564147,
17.3,-0.02,60.80999999999999,0.047015235019683826,
17.32,-0.59125,61.381249999999994,0.05097523893547057,
17.34,-0.88375,61.673749999999984,0.05427754501152038,
17.36,-1.045,61.834999999999994,0.0565404263267517,
17.38,-0.98625,61.89374999999999,0.0565406243534088,
17.4,-0.64875,62.23124999999999,0.056601184942245475,
17.42,-0.26625,62.61374999999999,0.05700163155555724,
17.44,0.12625,63.006249999999994,0.05810951994132994,
17.46,0.59125,63.47124999999999,0.06081850751304625,
17.48,0.91375,63.79374999999999,0.06387942943763732,
17.5,1.1625,64.04249999999999,0.06704557444381713,
17.52,1.13625,64.06875,0.06704559210777282,
17.54,0.6875,64.51749999999998,0.06715023447799681,
17.56,-0.0425,65.24749999999999,0.06875425620651245,
17.58,-0.68625,65.89124999999999,0.07321627688026427,
17.6,-1.2325,66.4375,0.08061828990936279,
17.62,-1.66,66.865,0.08956589374160767,
17.64,-1.825,67.03,0.09382023882675171,
17.66,-1.825,67.03,0.09382023882675171,
17.68,-1.7875,67.0675,0.09382029032516478,
17.7,-1.81875,67.09875,0.09382032012748717,
17.72,-1.79625,67.12125,0.0938203312511444,
17.74,-1.6625,67.255,0.09382448887634277,
17.76,-1.53875,67.37875,0.0938432037601471,
17.78,-1.5575,67.3975,0.09384321019744873,
17.8,-1.5275,67.42749999999998,0.09384602479171752,
17.82,-0.9675,67.98749999999998,0.09443605848312378,
17.84,-0.3,68.65499999999999,0.09728376650619507,
17.86,0.58375,69.53875,0.10746850654029846,
17.88,1.22375,70.17874999999998,0.12149390009498595,
17.9,1.785,70.73999999999998,0.13976355447006225,
17.92,2.2075,71.1625,0.1578561602592468,
17.94,2.0325,71.33749999999998,0.15786139402389526,
17.96,1.3825,71.98749999999998,0.15840451536178587,
17.98,0.7325,72.63749999999999,0.160989995098114,
18,0.0825,73.2875,0.16722696409225463,
18.02,-0.505,73.87499999999999,0.177346045589447,
18.04,-0.7175,74.08749999999998,0.18229483518600464,
18.06,-0.40375,74.40124999999998,0.1823249965686798,
18.08,0.33875,75.14374999999998,0.18344563612937925,
18.1,1.48375,76.28875,0.19271100736808777,
18.12,2.0875,76.89249999999998,0.20384738413619993,
18.14,2.515,77.32,0.22252823147201534,
18.16,2.775,77.57999999999998,0.23775234865951533,
18.18,2.87125,77.67624999999998,0.24384481519126894,
18.2,2.84,77.70749999999998,0.24384484499359133,
18.22,2.365,78.18249999999998,0.24397152059936522,
18.24,1.8575,78.68999999999998,0.24486221732711794,
18.26,1.35125,79.19624999999999,0.2472743151912689,
18.28,0.845,79.70249999999999,0.25196898751831054,
18.3,0.33875,80.20874999999998,0.2597064667568207,
18.32,-0.0725,80.61999999999998,0.26875648373031613,
18.34,-0.39125,80.93874999999998,0.277756674703598,
18.36,-0.58375,81.13124999999998,0.28412061731529237,
18.38,-0.675,81.22249999999998,0.28739681381225585,
18.4,-0.80875,81.35624999999999,0.2925128151912689,
18.42,-1.0025,81.54999999999998,0.30061166718673704,
18.44,-1.06375,81.61124999999998,0.30334718372154235,
18.46,-0.85625,81.81875,0.30335590849876404,
18.48,-0.3175,82.35749999999999,0.30375302206420896,
18.5,0.43,83.10499999999999,0.30660205485153197,
18.52,1.2,83.87499999999999,0.31467602346420287,
18.54,1.69,84.36499999999998,0.32373982941818236,
18.56,1.81875,84.49374999999998,0.32673598647117613,
18.58,1.4975,84.81499999999998,0.3267683629379272,
18.6,0.975,85.33749999999998,0.32732258558273314,
18.62,0.4825,85.82999999999998,0.32906602551269526,
18.64,0.06375,86.24874999999999,0.3320147402553558,
18.66,-0.2425,86.55499999999998,0.3352884661178589,
18.68,-0.46625,86.77874999999999,0.338386864522934,
18.7,-0.6775,86.98999999999998,0.34192621392822264,
18.72,-0.85125,87.16375,0.3453240362758636,
18.74,-0.985,87.29749999999999,0.34825973469161986,
18.76,-1.0425,87.35499999999999,0.34961132134246825,
18.78,-1.03125,87.36624999999998,0.3496113227329254,
18.8,-0.87375,87.52374999999998,0.3496160141353607,
18.82,-0.6875,87.70999999999998,0.34965501165008545,
18.84,-0.48375,87.91375,0.3497816754665375,
18.86,-0.29,88.10749999999999,0.35002744226837157,
18.88,-0.08875,88.30874999999997,0.3504585559673309,
18.9,0.13375,88.53124999999999,0.35120059597969056,
18.92,0.42375,88.82124999999999,0.3526897147388458,
18.94,0.75875,89.15624999999999,0.3553185073184967,
18.96,0.85875,89.25624999999998,0.35632279244422915,
18.98,0.78875,89.32624999999999,0.3563231274051666,
19,0.62875,89.48624999999998,0.35633467428016663,
19.02,0.485,89.62999999999998,0.35637377758789063,
19.04,0.44375,89.67124999999999,0.3563925906620026,
19.06,0.27625,89.83874999999998,0.3565158060092926,
19.08,0.05875,90.05624999999998,0.3568227924442291,
19.1,-0.1325,90.24749999999997,0.3572739438285828,
19.12,-0.35125,90.46624999999997,0.3580528324832916,
19.14,-0.57625,90.69124999999998,0.3592085227909088,
19.16,-0.695,90.80999999999997,0.35998584768676756,
19.18,-0.665,90.83999999999997,0.3599858740539551,
19.2,-0.5375,90.96749999999997,0.3599896631011963,
19.22,-0.45375,91.05124999999998,0.35999955972480774,
19.24,-0.4125,91.09249999999997,0.3600078645477295,
19.26,-0.33375,91.17124999999999,0.36003188644599915,
19.28,-0.2125,91.29249999999999,0.3600955439910889,
19.3,-0.065,91.43999999999998,0.36023003421020505,
19.32,0.13625,91.64124999999999,0.36054676005744934,
19.34,0.34625,91.85124999999998,0.36108831338691716,
19.36,0.505,92.00999999999999,0.3616733476867676,
19.38,0.52625,92.03124999999997,0.3617645930194855,
19.4,0.3475,92.20999999999998,0.361770170501709,
19.42,0.15125,92.40624999999997,0.36181609143257143,
19.44,-0.11625,92.67374999999998,0.36202360475349427,
19.46,-0.31125,92.86874999999998,0.3623382529163361,
19.48,-0.42,92.97749999999998,0.36259199721908575,
19.5,-0.50375,93.06124999999997,0.36283170923042296,
19.52,-0.53875,93.09624999999997,0.3629442313251495,
19.54,-0.5825,93.13999999999999,0.36309566316223146,
19.56,-0.68625,93.24374999999998,0.3635053786182404,
19.58,-0.89625,93.45374999999999,0.36515903689384466,
19.6,-1.12,93.67749999999998,0.36969359387207035,
19.62,-1.36125,93.91874999999997,0.38164703625297547,
19.64,-1.42375,93.98124999999997,0.384975873456955,
19.66,-1.41875,93.98624999999998,0.3849758735790253,
19.68,-1.4275,93.99499999999998,0.3851787157707215,
19.7,-1.37125,94.05124999999998,0.38517888957786567,
19.72,-1.0775,94.34499999999997,0.385220585887909,
19.74,-0.7575,94.66499999999998,0.38547242963790895,
19.76,-0.3575,95.06499999999997,0.386375046825409,
19.78,0.13,95.55249999999998,0.38886835760116584,
19.8,0.5725,95.99499999999998,0.3929912157707215,
19.82,0.825,96.24749999999997,0.3963394930686951,
19.84,1.0125,96.43499999999997,0.3993650282707215,
19.86,0.965,96.48249999999997,0.39936513293075565,
19.88,0.80125,96.64624999999998,0.3993742346782685,
19.9,0.7,96.74749999999997,0.3993948305931092,
19.92,0.705,96.75249999999997,0.3993948307151795,
19.94,0.58375,96.87374999999997,0.39944199691200266,
19.96,0.295,97.16249999999998,0.3997257448081971,
19.98,-0.045,97.50249999999997,0.40051991997909553,
20,-0.2725,97.72999999999998,0.4014371223869324,
20.02,-0.56375,98.02124999999998,0.40318953447532657,
20.04,-0.785,98.24249999999998,0.4050366434898377,
20.06,-1.06875,98.52624999999998,0.40816888178825383,
20.08,-1.2525,98.70999999999998,0.4107126453361512,
20.1,-1.2025,98.75999999999998,0.4107127674064637,
20.12,-1.09,98.87249999999997,0.4107168357810975,
20.14,-0.97625,98.98624999999998,0.41073323299217235,
20.16,-0.81625,99.14624999999998,0.4107937239589692,
20.18,-0.55375,99.40874999999997,0.4110458150424958,
20.2,-0.40125,99.56124999999997,0.4113150265483857,
20.22,-0.39375,99.56874999999998,0.4113310892124177,
20.24,-0.4775,99.65249999999997,0.41133166287231454,
20.26,-0.56875,99.74374999999998,0.4113363229770661,
20.28,-0.50875,99.80374999999998,0.41133653391456615,
20.3,-0.26,100.05249999999998,0.41167786709213267,
20.32,0.00625,100.31874999999997,0.4126707968540193,
20.34,0.30125,100.61374999999998,0.41438616810798656,
20.36,0.51125,100.82374999999998,0.41608121667671216,
20.38,0.61625,100.92874999999998,0.4170962558231355,
20.4,0.7125,101.02499999999998,0.4181325924797059,
20.42,0.9175,101.22999999999998,0.4207019341545106,
20.44,1.13625,101.44874999999998,0.4243405227069856,
20.46,1.22625,101.53874999999998,0.4261351398181916,
20.48,1.1475,101.61749999999998,0.4261356167449952,
20.5,0.995,101.76999999999998,0.4261472164344789,
20.52,0.82625,101.93874999999997,0.42619763981819164,
20.54,0.645,102.11999999999998,0.42632691347122204,
20.56,0.46625,102.29874999999998,0.42656382731819165,
20.58,0.31875,102.44624999999998,0.42686500045967113,
20.6,0.24,102.52499999999998,0.42707197047042855,
20.62,0.255,102.53999999999998,0.427071973766327,
20.64,0.30375,102.58874999999998,0.4270722234821321,
20.66,0.3675,102.65249999999997,0.4270739945640565,
20.68,0.44125,102.72624999999998,0.42707993037223824,
