t,acc,,,,,,,,,,,,,,,,
22.76,80.3,,,,,,,,,,,,,,,,
22.78,79.4,,,,,,,,,,,,,,,,
22.80,73.7,,,,,,,,,,,,,,,,
22.82,65.0,,,,,,,,,,,,,,,,
22.84,49.9,,,,,,,,,,,,,,,,
22.86,27.6,,,,,,,,,,,,,,,,
22.88,6.3,,,,,,,,,,,,,,,,
22.90,-13.0,,,,,,,,,,,,,,,,
22.92,-22.0,,,,,,,,,,,,,,,,
22.94,-21.6,,,,,,,,,,,,,,,,
22.96,-11.9,,,,,,,,,,,,,,,,
22.98,1.1,,,,,,,,,,,,,,,,
23.00,7.0,,,,,,,,,,,,,,,,
23.02,7.0,,,,,,,,,,,,,,,,
23.04,6.5,,,,,,,,,,,,,,,,
23.06,7.4,,,,,,,,,,,,,,,,
23.08,13.4,,,,,,,,,,,,,,,,
23.10,19.7,,,,,,,,,,,,,,,,
23.12,26.6,,,,,,,,,,,,,,,,
23.14,31.6,,,,,,,,,,,,,,,,
23.16,29.8,,,,,,,,,,,,,,,,
23.18,20.7,,,,,,,,,,,,,,,,
23.20,5.5,,,,,,,,,,,,,,,,
23.22,-10.5,,,,,,,,,,,,,,,,
23.24,-24.4,,,,,,,,,,,,,,,,
23.26,-29.4,,,,,,,,,,,,,,,,
23.28,-30.5,,,,,,,,,,,,,,,,
23.30,-27.1,,,,,,,,,,,,,,,,
23.32,-26.2,,,,,,,,,,,,,,,,
23.34,-30.4,,,,,,,,,,,,,,,,
23.36,-36.2,,,,,,,,,,,,,,,,
23.38,-36.7,,,,,,,,,,,,,,,,
23.40,-34.0,,,,,,,,,,,,,,,,
23.42,-32.1,,,,,,,,,,,,,,,,
23.44,-27.6,,,,,,,,,,,,,,,,
23.46,-23.5,,,,,,,,,,,,,,,,
23.48,-18.1,,,,,,,,,,,,,,,,
23.50,-10.5,,,,,,,,,,,,,,,,
23.52,1.6,,,,,,,,,,,,,,,,
23.54,11.9,,,,,,,,,,,,,,,,
23.56,14.4,,,,,,,,,,,,,,,,
23.58,14.8,,,,,,,,,,,,,,,,
23.60,21.9,,,,,,,,,,,,,,,,
23.62,35.1,,,,,,,,,,,,,,,,
23.64,43.7,,,,,,,,,,,,,,,,
23.66,38.9,,,,,,,,,,,,,,,,
23.68,29.7,,,,,,,,,,,,,,,,
23.70,25.7,,,,,,,,,,,,,,,,
23.72,33.5,,,,,,,,,,,,,,,,
23.74,49.1,,,,,,,,,,,,,,,,
23.76,60.3,,,,,,,,,,,,,,,,
23.78,60.9,,,,,,,,,,,,,,,,
23.80,52.5,,,,,,,,,,,,,,,,
23.82,44.9,,,,,,,,,,,,,,,,
23.84,42.2,,,,,,,,,,,,,,,,
23.86,42.0,,,,,,,,,,,,,,,,
23.88,40.6,,,,,,,,,,,,,,,,
23.90,34.5,,,,,,,,,,,,,,,,
23.92,21.3,,,,,,,,,,,,,,,,
23.94,3.9,,,,,,,,,,,,,,,,
23.96,-10.7,,,,,,,,,,,,,,,,
23.98,-15.4,,,,,,,,,,,,,,,,
24.00,-15.4,,,,,,,,,,,,,,,,
24.02,-14.5,,,,,,,,,,,,,,,,
24.04,-25.5,,,,,,,,,,,,,,,,
24.06,-38.4,,,,,,,,,,,,,,,,
24.08,-49.7,,,,,,,,,,,,,,,,
24.10,-59.3,,,,,,,,,,,,,,,,
24.12,-61.5,,,,,,,,,,,,,,,,
24.14,-52.8,,,,,,,,,,,,,,,,
24.16,-34.9,,,,,,,,,,,,,,,,
24.18,-16.4,,,,,,,,,,,,,,,,
24.20,-3.0,,,,,,,,,,,,,,,,
24.22,0.6,,,,,,,,,,,,,,,,
24.24,-0.1,,,,,,,,,,,,,,,,
24.26,-0.7,,,,,,,,,,,,,,,,
24.28,5.7,,,,,,,,,,,,,,,,
24.30,23.0,,,,,,,,,,,,,,,,
24.32,37.5,,,,,,,,,,,,,,,,
24.34,34.6,,,,,,,,,,,,,,,,
24.36,18.7,,,,,,,,,,,,,,,,
24.38,0.7,,,,,,,,,,,,,,,,
24.40,-15.6,,,,,,,,,,,,,,,,
24.42,-24.6,,,,,,,,,,,,,,,,
24.44,-28.5,,,,,,,,,,,,,,,,
24.46,-28.4,,,,,,,,,,,,,,,,
24.48,-24.2,,,,,,,,,,,,,,,,
24.50,-23.6,,,,,,,,,,,,,,,,
24.52,-27.0,,,,,,,,,,,,,,,,
24.54,-29.2,,,,,,,,,,,,,,,,
24.56,-27.1,,,,,,,,,,,,,,,,
24.58,-10.9,,,,,,,,,,,,,,,,
24.60,5.6,,,,,,,,,,,,,,,,
24.62,14.8,,,,,,,,,,,,,,,,
24.64,14.1,,,,,,,,,,,,,,,,
24.66,14.2,,,,,,,,,,,,,,,,
24.68,24.5,,,,,,,,,,,,,,,,
24.70,34.0,,,,,,,,,,,,,,,,
24.72,37.9,,,,,,,,,,,,,,,,
24.74,32.9,,,,,,,,,,,,,,,,
24.76,19.6,,,,,,,,,,,,,,,,
24.78,5.6,,,,,,,,,,,,,,,,
24.80,1.4,,,,,,,,,,,,,,,,
24.82,4.4,,,,,,,,,,,,,,,,
24.84,13.6,,,,,,,,,,,,,,,,
24.86,22.1,,,,,,,,,,,,,,,,
24.88,24.1,,,,,,,,,,,,,,,,
24.90,22.3,,,,,,,,,,,,,,,,
24.92,18.1,,,,,,,,,,,,,,,,
24.94,15.5,,,,,,,,,,,,,,,,
24.96,15.5,,,,,,,,,,,,,,,,
24.98,17.0,,,,,,,,,,,,,,,,
25.00,6.6,,,,,,,,,,,,,,,,
25.02,-3.7,,,,,,,,,,,,,,,,
25.04,-9.4,,,,,,,,,,,,,,,,
25.06,-14.4,,,,,,,,,,,,,,,,
25.08,-18.5,,,,,,,,,,,,,,,,
25.10,-19.8,,,,,,,,,,,,,,,,
25.12,-16.8,,,,,,,,,,,,,,,,
25.14,-14.1,,,,,,,,,,,,,,,,
25.16,-16.2,,,,,,,,,,,,,,,,
25.18,-22.3,,,,,,,,,,,,,,,,
25.20,-27.0,,,,,,,,,,,,,,,,
25.22,-26.1,,,,,,,,,,,,,,,,
25.24,-24.8,,,,,,,,,,,,,,,,
25.26,-31.9,,,,,,,,,,,,,,,,
25.28,-41.6,,,,,,,,,,,,,,,,
25.30,-42.7,,,,,,,,,,,,,,,,
25.32,-36.9,,,,,,,,,,,,,,,,
25.34,-25.2,,,,,,,,,,,,,,,,
25.36,-20.9,,,,,,,,,,,,,,,,
25.38,-32.2,,,,,,,,,,,,,,,,
25.40,-44.3,,,,,,,,,,,,,,,,
25.42,-45.8,,,,,,,,,,,,,,,,
25.44,-35.6,,,,,,,,,,,,,,,,
25.46,-25.2,,,,,,,,,,,,,,,,
25.48,-25.0,,,,,,,,,,,,,,,,
25.50,-36.0,,,,,,,,,,,,,,,,
25.52,-48.2,,,,,,,,,,,,,,,,
25.54,-49.9,,,,,,,,,,,,,,,,
25.56,-47.6,,,,,,,,,,,,,,,,
25.58,-39.7,,,,,,,,,,,,,,,,
25.60,-25.9,,,,,,,,,,,,,,,,
25.62,-9.7,,,,,,,,,,,,,,,,
25.64,-2.0,,,,,,,,,,,,,,,,
25.66,3.0,,,,,,,,,,,,,,,,
25.68,11.2,,,,,,,,,,,,,,,,
25.70,20.3,,,,,,,,,,,,,,,,
25.72,29.5,,,,,,,,,,,,,,,,
25.74,36.6,,,,,,,,,,,,,,,,
25.76,42.7,,,,,,,,,,,,,,,,
25.78,46.3,,,,,,,,,,,,,,,,
25.80,43.0,,,,,,,,,,,,,,,,
25.82,40.9,,,,,,,,,,,,,,,,
25.84,40.0,,,,,,,,,,,,,,,,
25.86,42.0,,,,,,,,,,,,,,,,
25.88,46.2,,,,,,,,,,,,,,,,
25.90,57.7,,,,,,,,,,,,,,,,
25.92,68.3,,,,,,,,,,,,,,,,
25.94,72.3,,,,,,,,,,,,,,,,
25.96,54.9,,,,,,,,,,,,,,,,
25.98,41.2,,,,,,,,,,,,,,,,
26.00,31.3,,,,,,,,,,,,,,,,
26.02,30.5,,,,,,,,,,,,,,,,
26.04,32.5,,,,,,,,,,,,,,,,
26.06,34.3,,,,,,,,,,,,,,,,
26.08,34.0,,,,,,,,,,,,,,,,
26.10,31.7,,,,,,,,,,,,,,,,
26.12,30.9,,,,,,,,,,,,,,,,
26.14,33.2,,,,,,,,,,,,,,,,
26.16,34.4,,,,,,,,,,,,,,,,
26.18,30.3,,,,,,,,,,,,,,,,
26.20,23.1,,,,,,,,,,,,,,,,
26.22,19.7,,,,,,,,,,,,,,,,
26.24,24.5,,,,,,,,,,,,,,,,
26.26,36.7,,,,,,,,,,,,,,,,
26.28,52.2,,,,,,,,,,,,,,,,
26.30,53.4,,,,,,,,,,,,,,,,
26.32,37.4,,,,,,,,,,,,,,,,
26.34,16.0,,,,,,,,,,,,,,,,
26.36,-0.9,,,,,,,,,,,,,,,,
26.38,-7.2,,,,,,,,,,,,,,,,
26.40,-3.9,,,,,,,,,,,,,,,,
26.42,8.2,,,,,,,,,,,,,,,,
26.44,27.1,,,,,,,,,,,,,,,,
26.46,41.7,,,,,,,,,,,,,,,,
26.48,42.6,,,,,,,,,,,,,,,,
26.50,32.8,,,,,,,,,,,,,,,,
26.52,18.5,,,,,,,,,,,,,,,,
26.54,5.5,,,,,,,,,,,,,,,,
26.56,-3.1,,,,,,,,,,,,,,,,
26.58,-3.1,,,,,,,,,,,,,,,,
26.60,-0.2,,,,,,,,,,,,,,,,
26.62,-2.2,,,,,,,,,,,,,,,,
26.64,-12.2,,,,,,,,,,,,,,,,
26.66,-19.3,,,,,,,,,,,,,,,,
26.68,-20.4,,,,,,,,,,,,,,,,
26.70,-16.1,,,,,,,,,,,,,,,,
26.72,-10.1,,,,,,,,,,,,,,,,
26.74,3.4,,,,,,,,,,,,,,,,
26.76,20.1,,,,,,,,,,,,,,,,
26.78,32.4,,,,,,,,,,,,,,,,
26.80,24.2,,,,,,,,,,,,,,,,
26.82,0.6,,,,,,,,,,,,,,,,
26.84,-27.1,,,,,,,,,,,,,,,,
26.86,-45.0,,,,,,,,,,,,,,,,
26.88,-47.3,,,,,,,,,,,,,,,,
26.90,-34.6,,,,,,,,,,,,,,,,
26.92,-17.5,,,,,,,,,,,,,,,,
26.94,-3.9,,,,,,,,,,,,,,,,
26.96,-8.3,,,,,,,,,,,,,,,,
26.98,-23.0,,,,,,,,,,,,,,,,
27.00,-42.1,,,,,,,,,,,,,,,,
27.02,-46.5,,,,,,,,,,,,,,,,
27.04,-37.0,,,,,,,,,,,,,,,,
27.06,-21.4,,,,,,,,,,,,,,,,
27.08,-10.5,,,,,,,,,,,,,,,,
27.10,-13.4,,,,,,,,,,,,,,,,
27.12,-29.7,,,,,,,,,,,,,,,,
27.14,-49.4,,,,,,,,,,,,,,,,
27.16,-55.5,,,,,,,,,,,,,,,,
27.18,-55.0,,,,,,,,,,,,,,,,
27.20,-46.2,,,,,,,,,,,,,,,,
27.22,-31.1,,,,,,,,,,,,,,,,
27.24,-17.6,,,,,,,,,,,,,,,,
27.26,-18.7,,,,,,,,,,,,,,,,
27.28,-35.2,,,,,,,,,,,,,,,,
27.30,-50.1,,,,,,,,,,,,,,,,
27.32,-59.3,,,,,,,,,,,,,,,,
27.34,-65.4,,,,,,,,,,,,,,,,
27.36,-68.2,,,,,,,,,,,,,,,,
27.38,-67.4,,,,,,,,,,,,,,,,
27.40,-61.4,,,,,,,,,,,,,,,,
27.42,-56.4,,,,,,,,,,,,,,,,
27.44,-52.4,,,,,,,,,,,,,,,,
27.46,-50.6,,,,,,,,,,,,,,,,
27.48,-46.5,,,,,,,,,,,,,,,,
27.50,-38.5,,,,,,,,,,,,,,,,
27.52,-29.3,,,,,,,,,,,,,,,,
27.54,-20.9,,,,,,,,,,,,,,,,
27.56,-13.3,,,,,,,,,,,,,,,,
27.58,-9.9,,,,,,,,,,,,,,,,
27.60,-8.0,,,,,,,,,,,,,,,,
27.62,-7.5,,,,,,,,,,,,,,,,
27.64,-9.6,,,,,,,,,,,,,,,,
27.66,-4.9,,,,,,,,,,,,,,,,
27.68,9.0,,,,,,,,,,,,,,,,
27.70,17.5,,,,,,,,,,,,,,,,
27.72,14.1,,,,,,,,,,,,,,,,
27.74,-0.6,,,,,,,,,,,,,,,,
27.76,-10.3,,,,,,,,,,,,,,,,
27.78,-11.2,,,,,,,,,,,,,,,,
27.80,-9.8,,,,,,,,,,,,,,,,
27.82,-7.8,,,,,,,,,,,,,,,,
27.84,-3.2,,,,,,,,,,,,,,,,
27.86,2.1,,,,,,,,,,,,,,,,
27.88,-0.7,,,,,,,,,,,,,,,,
27.90,-13.9,,,,,,,,,,,,,,,,
27.92,-31.3,,,,,,,,,,,,,,,,
27.94,-32.2,,,,,,,,,,,,,,,,
27.96,-21.4,,,,,,,,,,,,,,,,
27.98,-9.9,,,,,,,,,,,,,,,,
28.00,-9.9,,,,,,,,,,,,,,,,
28.02,-11.7,,,,,,,,,,,,,,,,
28.04,-6.9,,,,,,,,,,,,,,,,
28.06,5.7,,,,,,,,,,,,,,,,
28.08,24.9,,,,,,,,,,,,,,,,
28.10,40.1,,,,,,,,,,,,,,,,
28.12,42.9,,,,,,,,,,,,,,,,
28.14,39.1,,,,,,,,,,,,,,,,
28.16,32.4,,,,,,,,,,,,,,,,
28.18,30.0,,,,,,,,,,,,,,,,
28.20,30.6,,,,,,,,,,,,,,,,
28.22,40.3,,,,,,,,,,,,,,,,
28.24,54.7,,,,,,,,,,,,,,,,
28.26,64.5,,,,,,,,,,,,,,,,
28.28,63.6,,,,,,,,,,,,,,,,
28.30,64.9,,,,,,,,,,,,,,,,
28.32,65.1,,,,,,,,,,,,,,,,
28.34,62.6,,,,,,,,,,,,,,,,
28.36,59.7,,,,,,,,,,,,,,,,
28.38,58.3,,,,,,,,,,,,,,,,
28.40,48.9,,,,,,,,,,,,,,,,
28.42,27.3,,,,,,,,,,,,,,,,
28.44,2.5,,,,,,,,,,,,,,,,
28.46,-7.5,,,,,,,,,,,,,,,,
28.48,-4.6,,,,,,,,,,,,,,,,
28.50,7.5,,,,,,,,,,,,,,,,
28.52,8.0,,,,,,,,,,,,,,,,
28.54,-2.8,,,,,,,,,,,,,,,,
28.56,-22.2,,,,,,,,,,,,,,,,
28.58,-31.5,,,,,,,,,,,,,,,,
28.60,-21.1,,,,,,,,,,,,,,,,
28.62,0.4,,,,,,,,,,,,,,,,
28.64,18.0,,,,,,,,,,,,,,,,
28.66,28.9,,,,,,,,,,,,,,,,
28.68,27.1,,,,,,,,,,,,,,,,
28.70,21.4,,,,,,,,,,,,,,,,
28.72,21.1,,,,,,,,,,,,,,,,
28.74,28.5,,,,,,,,,,,,,,,,
28.76,39.3,,,,,,,,,,,,,,,,
28.78,46.5,,,,,,,,,,,,,,,,
28.80,40.8,,,,,,,,,,,,,,,,
28.82,27.3,,,,,,,,,,,,,,,,
28.84,18.8,,,,,,,,,,,,,,,,
28.86,21.7,,,,,,,,,,,,,,,,
28.88,34.9,,,,,,,,,,,,,,,,
28.90,49.6,,,,,,,,,,,,,,,,
28.92,57.8,,,,,,,,,,,,,,,,
28.94,53.7,,,,,,,,,,,,,,,,
28.96,43.8,,,,,,,,,,,,,,,,
28.98,39.4,,,,,,,,,,,,,,,,
29.00,39.6,,,,,,,,,,,,,,,,
29.02,26.6,,,,,,,,,,,,,,,,
29.04,16.8,,,,,,,,,,,,,,,,
29.06,2.4,,,,,,,,,,,,,,,,
29.08,0.5,,,,,,,,,,,,,,,,
29.10,8.7,,,,,,,,,,,,,,,,
29.12,26.6,,,,,,,,,,,,,,,,
29.14,41.0,,,,,,,,,,,,,,,,
29.16,42.4,,,,,,,,,,,,,,,,
29.18,27.1,,,,,,,,,,,,,,,,
29.20,-4.2,,,,,,,,,,,,,,,,
29.22,-39.7,,,,,,,,,,,,,,,,
29.24,-53.5,,,,,,,,,,,,,,,,
29.26,-52.5,,,,,,,,,,,,,,,,
29.28,-42.4,,,,,,,,,,,,,,,,
29.30,-27.0,,,,,,,,,,,,,,,,
29.32,-8.9,,,,,,,,,,,,,,,,
29.34,4.4,,,,,,,,,,,,,,,,
29.36,-0.5,,,,,,,,,,,,,,,,
29.38,-7.3,,,,,,,,,,,,,,,,
29.40,-9.8,,,,,,,,,,,,,,,,
29.42,-8.2,,,,,,,,,,,,,,,,
29.44,-11.4,,,,,,,,,,,,,,,,
29.46,-26.7,,,,,,,,,,,,,,,,
29.48,-49.3,,,,,,,,,,,,,,,,
29.50,-65.5,,,,,,,,,,,,,,,,
29.52,-61.6,,,,,,,,,,,,,,,,
29.54,-49.6,,,,,,,,,,,,,,,,
29.56,-42.9,,,,,,,,,,,,,,,,
29.58,-42.3,,,,,,,,,,,,,,,,
29.60,-45.7,,,,,,,,,,,,,,,,
29.62,-44.0,,,,,,,,,,,,,,,,
29.64,-40.1,,,,,,,,,,,,,,,,
29.66,-32.4,,,,,,,,,,,,,,,,
29.68,-30.8,,,,,,,,,,,,,,,,
29.70,-40.5,,,,,,,,,,,,,,,,
29.72,-56.0,,,,,,,,,,,,,,,,
29.74,-59.3,,,,,,,,,,,,,,,,
29.76,-47.4,,,,,,,,,,,,,,,,
29.78,-29.6,,,,,,,,,,,,,,,,
29.80,-13.7,,,,,,,,,,,,,,,,
29.82,-6.7,,,,,,,,,,,,,,,,
29.84,-9.8,,,,,,,,,,,,,,,,
29.86,-23.6,,,,,,,,,,,,,,,,
29.88,-35.7,,,,,,,,,,,,,,,,
29.90,-35.2,,,,,,,,,,,,,,,,
29.92,-34.8,,,,,,,,,,,,,,,,
29.94,-43.0,,,,,,,,,,,,,,,,
29.96,-52.1,,,,,,,,,,,,,,,,
29.98,-51.0,,,,,,,,,,,,,,,,
30.00,-45.5,,,,,,,,,,,,,,,,
30.02,-40.5,,,,,,,,,,,,,,,,
30.04,-36.3,,,,,,,,,,,,,,,,
30.06,-22.2,,,,,,,,,,,,,,,,
30.08,1.6,,,,,,,,,,,,,,,,
30.10,20.1,,,,,,,,,,,,,,,,
30.12,22.6,,,,,,,,,,,,,,,,
30.14,14.6,,,,,,,,,,,,,,,,
30.16,9.5,,,,,,,,,,,,,,,,
30.18,12.1,,,,,,,,,,,,,,,,
30.20,12.2,,,,,,,,,,,,,,,,
30.22,6.1,,,,,,,,,,,,,,,,
30.24,-17.7,,,,,,,,,,,,,,,,
30.26,-37.0,,,,,,,,,,,,,,,,
30.28,-35.2,,,,,,,,,,,,,,,,
30.30,-24.6,,,,,,,,,,,,,,,,
30.32,-21.8,,,,,,,,,,,,,,,,
30.34,-26.7,,,,,,,,,,,,,,,,
30.36,-42.8,,,,,,,,,,,,,,,,
30.38,-53.4,,,,,,,,,,,,,,,,
30.40,-57.1,,,,,,,,,,,,,,,,
30.42,-49.6,,,,,,,,,,,,,,,,
30.44,-34.9,,,,,,,,,,,,,,,,
30.46,-16.0,,,,,,,,,,,,,,,,
30.48,-6.5,,,,,,,,,,,,,,,,
30.50,-15.8,,,,,,,,,,,,,,,,
30.52,-29.1,,,,,,,,,,,,,,,,
30.54,-29.5,,,,,,,,,,,,,,,,
30.56,-3.3,,,,,,,,,,,,,,,,
30.58,35.0,,,,,,,,,,,,,,,,
30.60,36.5,,,,,,,,,,,,,,,,
30.62,15.1,,,,,,,,,,,,,,,,
30.64,-11.5,,,,,,,,,,,,,,,,
30.66,-32.9,,,,,,,,,,,,,,,,
30.68,-21.6,,,,,,,,,,,,,,,,
30.70,3.9,,,,,,,,,,,,,,,,
30.72,23.2,,,,,,,,,,,,,,,,
30.74,33.5,,,,,,,,,,,,,,,,
30.76,37.0,,,,,,,,,,,,,,,,
30.78,31.2,,,,,,,,,,,,,,,,
30.80,13.8,,,,,,,,,,,,,,,,
30.82,3.9,,,,,,,,,,,,,,,,
30.84,20.1,,,,,,,,,,,,,,,,
30.86,27.7,,,,,,,,,,,,,,,,
30.88,21.1,,,,,,,,,,,,,,,,
30.90,1.9,,,,,,,,,,,,,,,,
30.92,-18.2,,,,,,,,,,,,,,,,
30.94,-13.0,,,,,,,,,,,,,,,,
30.96,8.9,,,,,,,,,,,,,,,,
30.98,28.7,,,,,,,,,,,,,,,,
31.00,51.8,,,,,,,,,,,,,,,,
31.02,74.2,,,,,,,,,,,,,,,,
31.04,83.7,,,,,,,,,,,,,,,,
31.06,79.5,,,,,,,,,,,,,,,,
31.08,72.0,,,,,,,,,,,,,,,,
31.10,75.3,,,,,,,,,,,,,,,,
31.12,86.6,,,,,,,,,,,,,,,,
31.14,96.9,,,,,,,,,,,,,,,,
31.16,96.9,,,,,,,,,,,,,,,,
31.18,84.2,,,,,,,,,,,,,,,,
31.20,64.2,,,,,,,,,,,,,,,,
31.22,33.1,,,,,,,,,,,,,,,,
31.24,8.5,,,,,,,,,,,,,,,,
31.26,1.8,,,,,,,,,,,,,,,,
31.28,8.2,,,,,,,,,,,,,,,,
31.30,8.2,,,,,,,,,,,,,,,,
31.32,-6.2,,,,,,,,,,,,,,,,
31.34,-33.3,,,,,,,,,,,,,,,,
31.36,-45.9,,,,,,,,,,,,,,,,
31.38,-38.6,,,,,,,,,,,,,,,,
31.40,-13.4,,,,,,,,,,,,,,,,
31.42,28.2,,,,,,,,,,,,,,,,
31.44,38.4,,,,,,,,,,,,,,,,
31.46,37.4,,,,,,,,,,,,,,,,
31.48,20.9,,,,,,,,,,,,,,,,
31.50,0.2,,,,,,,,,,,,,,,,
31.52,-17.2,,,,,,,,,,,,,,,,
31.54,-21.8,,,,,,,,,,,,,,,,
31.56,-28.4,,,,,,,,,,,,,,,,
31.58,-26.5,,,,,,,,,,,,,,,,
31.60,-9.5,,,,,,,,,,,,,,,,
31.62,-5.6,,,,,,,,,,,,,,,,
31.64,-15.1,,,,,,,,,,,,,,,,
31.66,-17.3,,,,,,,,,,,,,,,,
31.68,-7.3,,,,,,,,,,,,,,,,
31.70,12.4,,,,,,,,,,,,,,,,
31.72,20.8,,,,,,,,,,,,,,,,
31.74,18.5,,,,,,,,,,,,,,,,
31.76,22.0,,,,,,,,,,,,,,,,
31.78,40.6,,,,,,,,,,,,,,,,
31.80,60.1,,,,,,,,,,,,,,,,
31.82,66.9,,,,,,,,,,,,,,,,
31.84,53.9,,,,,,,,,,,,,,,,
31.86,35.2,,,,,,,,,,,,,,,,
31.88,16.5,,,,,,,,,,,,,,,,
31.90,4.9,,,,,,,,,,,,,,,,
31.92,2.6,,,,,,,,,,,,,,,,
31.94,11.6,,,,,,,,,,,,,,,,
31.96,24.4,,,,,,,,,,,,,,,,
31.98,34.1,,,,,,,,,,,,,,,,
32.00,39.8,,,,,,,,,,,,,,,,
32.02,42.0,,,,,,,,,,,,,,,,
32.04,47.9,,,,,,,,,,,,,,,,
32.06,57.7,,,,,,,,,,,,,,,,
32.08,67.4,,,,,,,,,,,,,,,,
32.10,61.3,,,,,,,,,,,,,,,,
32.12,30.8,,,,,,,,,,,,,,,,
32.14,-8.9,,,,,,,,,,,,,,,,
32.16,-43.2,,,,,,,,,,,,,,,,
32.18,-60.2,,,,,,,,,,,,,,,,
32.20,-59.8,,,,,,,,,,,,,,,,
32.22,-29.0,,,,,,,,,,,,,,,,
32.24,9.0,,,,,,,,,,,,,,,,
32.26,25.4,,,,,,,,,,,,,,,,
32.28,13.6,,,,,,,,,,,,,,,,
32.30,-1.0,,,,,,,,,,,,,,,,
32.32,-15.1,,,,,,,,,,,,,,,,
32.34,-19.7,,,,,,,,,,,,,,,,
32.36,-20.6,,,,,,,,,,,,,,,,
32.38,-21.9,,,,,,,,,,,,,,,,
32.40,-31.9,,,,,,,,,,,,,,,,
32.42,-42.8,,,,,,,,,,,,,,,,
32.44,-55.4,,,,,,,,,,,,,,,,
32.46,-61.4,,,,,,,,,,,,,,,,
32.48,-57.2,,,,,,,,,,,,,,,,
32.50,-45.6,,,,,,,,,,,,,,,,
32.52,-41.2,,,,,,,,,,,,,,,,
32.54,-44.7,,,,,,,,,,,,,,,,
32.56,-46.4,,,,,,,,,,,,,,,,
32.58,-49.8,,,,,,,,,,,,,,,,
32.60,-53.8,,,,,,,,,,,,,,,,
32.62,-50.3,,,,,,,,,,,,,,,,
32.64,-40.3,,,,,,,,,,,,,,,,
32.66,-30.9,,,,,,,,,,,,,,,,
32.68,-27.6,,,,,,,,,,,,,,,,
32.70,-38.0,,,,,,,,,,,,,,,,
32.72,-56.0,,,,,,,,,,,,,,,,
32.74,-61.9,,,,,,,,,,,,,,,,
32.76,-41.9,,,,,,,,,,,,,,,,
32.78,-18.1,,,,,,,,,,,,,,,,
32.80,-4.9,,,,,,,,,,,,,,,,
32.82,10.7,,,,,,,,,,,,,,,,
32.84,18.5,,,,,,,,,,,,,,,,
32.86,14.8,,,,,,,,,,,,,,,,
32.88,8.5,,,,,,,,,,,,,,,,
32.90,11.9,,,,,,,,,,,,,,,,
32.92,29.2,,,,,,,,,,,,,,,,
32.94,49.2,,,,,,,,,,,,,,,,
32.96,62.7,,,,,,,,,,,,,,,,
32.98,55.1,,,,,,,,,,,,,,,,
33.00,38.2,,,,,,,,,,,,,,,,
33.02,19.8,,,,,,,,,,,,,,,,
33.04,-0.8,,,,,,,,,,,,,,,,
33.06,-9.0,,,,,,,,,,,,,,,,
33.08,-3.0,,,,,,,,,,,,,,,,
33.10,16.0,,,,,,,,,,,,,,,,
33.12,22.4,,,,,,,,,,,,,,,,
33.14,12.5,,,,,,,,,,,,,,,,
33.16,3.9,,,,,,,,,,,,,,,,
33.18,0.6,,,,,,,,,,,,,,,,
33.20,3.0,,,,,,,,,,,,,,,,
33.22,13.1,,,,,,,,,,,,,,,,
33.24,28.9,,,,,,,,,,,,,,,,
33.26,37.3,,,,,,,,,,,,,,,,
33.28,36.3,,,,,,,,,,,,,,,,
33.30,17.3,,,,,,,,,,,,,,,,
33.32,-7.6,,,,,,,,,,,,,,,,
33.34,-30.0,,,,,,,,,,,,,,,,
33.36,-40.0,,,,,,,,,,,,,,,,
33.38,-48.3,,,,,,,,,,,,,,,,
33.40,-48.3,,,,,,,,,,,,,,,,
33.42,-51.5,,,,,,,,,,,,,,,,
33.44,-58.6,,,,,,,,,,,,,,,,
33.46,-58.9,,,,,,,,,,,,,,,,
33.48,-57.0,,,,,,,,,,,,,,,,
33.50,-54.9,,,,,,,,,,,,,,,,
33.52,-52.2,,,,,,,,,,,,,,,,
33.54,-60.9,,,,,,,,,,,,,,,,
33.56,-67.4,,,,,,,,,,,,,,,,
33.58,-70.3,,,,,,,,,,,,,,,,
33.60,-73.1,,,,,,,,,,,,,,,,
33.62,-72.1,,,,,,,,,,,,,,,,
33.64,-68.6,,,,,,,,,,,,,,,,
33.66,-63.2,,,,,,,,,,,,,,,,
33.68,-55.3,,,,,,,,,,,,,,,,
33.70,-44.7,,,,,,,,,,,,,,,,
33.72,-31.4,,,,,,,,,,,,,,,,
33.74,-30.1,,,,,,,,,,,,,,,,
33.76,-34.7,,,,,,,,,,,,,,,,
33.78,-34.6,,,,,,,,,,,,,,,,
33.80,-19.9,,,,,,,,,,,,,,,,
33.82,11.6,,,,,,,,,,,,,,,,
33.84,47.8,,,,,,,,,,,,,,,,
33.86,70.0,,,,,,,,,,,,,,,,
33.88,70.8,,,,,,,,,,,,,,,,
33.90,65.4,,,,,,,,,,,,,,,,
33.92,62.9,,,,,,,,,,,,,,,,
33.94,67.8,,,,,,,,,,,,,,,,
33.96,77.5,,,,,,,,,,,,,,,,
33.98,81.0,,,,,,,,,,,,,,,,
34.00,64.1,,,,,,,,,,,,,,,,
34.02,40.1,,,,,,,,,,,,,,,,
34.04,17.1,,,,,,,,,,,,,,,,
34.06,4.2,,,,,,,,,,,,,,,,
34.08,2.3,,,,,,,,,,,,,,,,
34.10,4.5,,,,,,,,,,,,,,,,
34.12,12.6,,,,,,,,,,,,,,,,
34.14,23.2,,,,,,,,,,,,,,,,
