,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
1760,-537707,-1112.1185280301813,-0.00587681552940222,0.03843046712452277,-1.723010916372831E-05,-1101.3584454905051,0.005439184761779422,404.98082380150305,0.005424445817415896,407.18358932713704,0.05231107414161293,0.021361279620504506,-0.004371639396047609,-413.73246759787486,-0.004381222952319194,-411.9237784431,0.05377122975556403,0.025426125377536
1780,-542558,-1122.008421565352,-0.006688660461072178,0.03924231205619272,-2.0798577331930567E-05,-1111.1511590580958,0.0064620521579221634,409.54167708018696,0.006441262612895146,412.18815675832207,0.05332789093709218,0.02237809641598375,-0.005380657774879237,-418.3998570589997,-0.005395185650376113,-416.14859061510685,0.05478519245362095,0.025426125377536
1800,-547409,-1131.8983151005225,-0.00750870194202445,0.040062353537145,-2.4663929209624397E-05,-1120.943743198181,0.007583506070022039,413.24467876339776,0.007554895840722264,416.3785222932043,0.054441524164919285,0.023491729643810872,-0.006460135221938227,-423.3931671568385,-0.0064810922008501,-420.6579900449606,0.05587109900409493,0.025426125377536
1820,-552260,-1141.788208635693,-0.008319425100809479,0.04087307669593001,-2.8442048848768936E-05,-1130.736297764283,0.008683919323527736,416.8782049261709,0.008646430970342418,420.49834162548683,0.05553305929453943,0.02458326477343102,-0.007510983290961436,-428.25404710263444,-0.007539332770145758,-425.03743811055995,0.05692933957339058,0.025426125377536
1840,-557111,-1151.6781021708637,-0.009117831554306139,0.041671483149426675,-3.21686031207351E-05,-1140.5288483726733,0.009769535853715611,420.4628728248988,0.009722122492566937,424.5705999361179,0.05660875081676395,0.025658956295655545,-0.008547266763231105,-433.047555980847,-0.008584004133649903,-429.3461829987134,0.057974010936894714,0.025426125377536
1860,-561962,-1161.567995706034,-0.009904218039281962,0.0424578696344025,-3.588932146949733E-05,-1150.3213803860494,0.010853095756676232,424.040749812291,0.010794623601753803,428.64290467473654,0.057681251925950805,0.02673145740484241,-0.009582283888055692,-437.83520714938527,-0.009628489376628968,-433.63974589829417,0.059018496179873786,0.025426125377536
1880,-566813,-1171.4578892412048,-0.010712615638405384,0.04326626723352594,-3.9532340050441324E-05,-1160.113927375385,0.011908947397667503,427.52713508557486,0.01183859389026112,432.61853324838444,0.058725222214458125,0.027775427693349734,-0.010600767027053929,-442.5463774997192,-0.01065735543347652,-437.85504645317803,0.060047362236721344,0.025426125377536
1900,-571664,-1181.3477827763752,-0.011580134649960086,0.04413378624508063,-4.313629975268075E-05,-1169.9064919092352,0.012953021840627191,430.9746324619386,0.012869848910456453,436.5570562889744,0.05975647723465345,0.028806682713545067,-0.011608787238549374,-447.209149764762,-0.011676695274005932,-442.0175938940103,0.06106670207725077,0.025426125377536
1920,-576515,-1191.2376763115458,-0.012495851608880575,0.045049503204001126,-4.6673644366611425E-05,-1179.6989507699416,0.01397750285094175,434.35743300744554,0.013880718385333697,440.42866526563483,0.060767346709530684,0.02981755218842231,-0.01259847025140694,-451.7871001380885,-0.0126785038891873,-446.0952737970294,0.06206851069243213,0.025426125377536
1940,-581366,-1201.1275698467164,-0.01346572116928483,0.046019372764405375,-5.031188187965526E-05,-1189.4911820403393,0.015057017934842725,437.92195414345184,0.014944786221241143,444.5157528610512,0.061831414545438126,0.03088162002432975,-0.013590567607433138,-456.3762184743553,-0.013683764735947382,-450.1738066227549,0.06307377153919218,0.025426125377536
1960,-586217,-1211.017463381887,-0.01448095797259896,0.04703460956771952,-5.409991923701157E-05,-1199.2834443460802,0.016179503607850625,441.6283626651764,0.01605001033016663,448.7736903522468,0.06293663865436361,0.031986844133255254,-0.014624990405703924,-461.161120482371,-0.0147329898653696,-454.41664351983263,0.06412299666861439,0.025426125377536
1980,-591068,-1220.9073569170573,-0.015544175285619804,0.04809782688074036,-5.8131939818560367E-05,-1209.075569827679,0.01737399023465351,445.5725158237684,0.017224788144269695,453.3138883625205,0.0641114164684667,0.03316162194735832,-0.01572633629803493,-465.39921985421825,-0.01585130707802198,-458.08019520994776,0.0652413138812668,0.025426125377536
1993,-594137,-1227.3357877149183,-0.016267882920058607,0.048821534515179156,-6.106171258462652E-05,-1215.4419840252622,0.01825508648237995,448.0431092089459,0.018090462851738015,456.22217491538964,0.06497709117593505,0.034027296654826664,-0.01651345266330656,-468.2857892493566,-0.016651319602756506,-460.5527740356882,0.06604132640600133,0.025426125377536
2000,-594137,-1223.8743249776087,-0.01618398569992071,0.04890543173531706,-6.0809484808927846E-05,-1211.980567187482,0.018179372807957304,446.66252301561417,0.018016103793323742,454.7825675408578,0.06490861192380845,0.03395881740270007,-0.01644554784224637,-466.833232754809,-0.016582276993980526,-459.15590449118923,0.06597834594323954,0.025426125377536
2020,-594137,-1213.984431442438,-0.016117961218798375,0.0489714562164394,-6.073953204326639E-05,-1202.0906741332224,0.01815941678420243,442.5818827961359,0.017996503887986327,450.618911666968,0.06490861192380845,0.03395881740270007,-0.01642567276123359,-462.7485134842597,-0.016562069795324697,-455.14755783102,0.06597834594323954,0.025426125377536
2040,-594137,-1204.0945379072675,-0.01605193674025751,0.04903748069498027,-6.066957927760494E-05,-1192.2007810789626,0.018139460760447555,438.50124257665766,0.01797690359848487,446.4554186597844,0.06490861192380845,0.03395881740270007,-0.016405797680220807,-458.66379421371045,-0.016541863004991383,-451.1390488025979,0.06597834594323954,0.025426125377536
2060,-592837,-1194.204644372097,-0.015989267105371508,0.04910015032986627,-6.05998105846808E-05,-1182.3369121521132,0.0181195572486968,434.4313400972545,0.017957354502249723,442.3030436347748,0.06490861192380845,0.03395881740270007,-0.01638597489822054,-454.5898234167947,-0.01652170979322199,-447.14092598130054,0.06597834594323954,0.025426125377536
2080,-587937,-1184.3147508369266,-0.015935887903418846,0.049153529531818924,-6.05305516309664E-05,-1172.5451099437419,0.018099799154610127,430.3911728584949,0.017937947856276053,438.1811666451507,0.06490861192380845,0.03395881740270007,-0.016366296944062223,-450.5456175841829,-0.016501704225161232,-443.17185421995424,0.06597834594323954,0.025426125377536
2100,-583137,-1174.4248573017558,-0.015882250635991767,0.04920716679924599,-6.046127851776923E-05,-1162.7513058735574,0.0180800370211267,426.35017963731207,0.01791853686601582,434.0586066691187,0.06490861192380845,0.03395881740270007,-0.016346614966891177,-446.5005849434872,-0.01648169496744701,-439.2018117989243,0.06597834594323954,0.025426125377536
2120,-578237,-1164.5349637665854,-0.015828871436614246,0.04926054599862353,-6.0392019563944E-05,-1152.9595036495198,0.01806027892700842,422.3100123920882,0.0178991294666689,429.93704900955765,0.06490861192380845,0.03395881740270007,-0.016326937012701378,-442.45637910440485,-0.01646169019984961,-435.2324216718993,0.06597834594323954,0.025426125377536
2140,-573437,-1154.6450702314148,-0.015775234171785786,0.049314183263452,-6.032274645063713E-05,-1143.1656995638275,0.018040516793493704,418.2690191645068,0.017879717722852594,425.8148084289422,0.06490861192380845,0.03395881740270007,-0.016307255035499173,-438.4113464573042,-0.016441681742730592,-431.26206082016836,0.06597834594323954,0.025426125377536
2160,-568537,-1144.7551766962442,-0.015721854974983327,0.04936756246025447,-6.025348749670109E-05,-1133.3738973241225,0.018020758699343806,414.2288519128186,0.01786030957007416,421.69357009944565,0.06490861192380845,0.03395881740270007,-0.016287577081277888,-434.367140611751,-0.01642167777553249,-427.2923523274628,0.06597834594323954,0.025426125377536
2180,-563737,-1134.8652831610736,-0.01566821771275355,0.049421199722484245,-6.018421438328454E-05,-1123.5800932229226,0.018000996565797803,410.1878586788386,0.017840897072643483,417.5716489142484,0.06490861192380845,0.03395881740270007,-0.01626789510404451,-430.32210795824545,-0.01640167011894461,-423.3216730450294,0.06597834594323954,0.025426125377536
2200,-558837,-1124.9753896259033,-0.015614838518526183,0.049474578916711615,-6.0114955429237686E-05,-1113.7882909675507,0.017981238471616295,406.1476914206861,0.01782148816637481,413.4507299148179,0.06490861192380845,0.03395881740270007,-0.016248217149791744,-426.2779021062215,-0.016381666952081653,-419.351646186642,0.06597834594323954,0.025426125377536
2220,-554037,-1115.0854960907325,-0.01556120125889506,0.049528216176342725,-6.0045682315711444E-05,-1103.9944868508435,0.017961476338038997,402.10669818030766,0.01780207491527082,409.3291281250402,0.06490861192380845,0.03395881740270007,-0.016228535172527196,-422.2328694463112,-0.016361660095960965,-415.38064847350466,0.06597834594323954,0.025426125377536
2240,-549137,-1105.1956025555621,-0.015507822067242815,0.049581595367994974,-5.997642336155377E-05,-1094.202684579804,0.017941718243825875,398.0665309156908,0.017782665255453835,405.20852845567737,0.06490861192380845,0.03395881740270007,-0.016208857218242948,-418.1886635878164,-0.01634165772936911,-411.41030324943364,0.06597834594323954,0.025426125377536
2260,-544337,-1095.3057090203915,-0.015454184810210311,0.04963523262502748,-5.9907150247917834E-05,-1084.4088804475896,0.017921956110217286,394.025537668914,0.01776325125061822,401.0872460613211,0.06490861192380845,0.03395881740270007,-0.016189175240947245,-414.14363092150114,-0.016321651673651454,-407.4389871055908,0.06597834594323954,0.025426125377536
2280,-539437,-1085.415815485221,-0.01540080562113316,0.04968861181410462,-5.983789129364935E-05,-1074.6170781608835,0.01790219801597255,389.9853703978328,0.01774384083719398,396.9669657220272,0.06490861192380845,0.03395881740270007,-0.0161694972866315,-410.0994250565355,-0.01630165010726678,-403.4683235158347,0.06597834594323954,0.025426125377536
2300,-534637,-1075.5259219500504,-0.01534716836669934,0.04974224906853845,-5.976861817990374E-05,-1064.8232740131612,0.01788243588233267,385.9443771446573,0.017724426078568216,392.8460027230935,0.06490861192380845,0.03395881740270007,-0.016149815309304632,-406.05439238381535,-0.016281644851888114,-399.49668894128484,0.06597834594323954,0.025426125377536
2320,-529737,-1065.6360284148777,-0.015293789180197241,0.04979562825504053,-5.9699359225524414E-05,-1055.0314717107858,0.01786267778805632,381.90420986711086,0.01770501491147841,388.72604171386934,0.06490861192380845,0.03395881740270007,-0.0161301373549574,-402.0101865123779,-0.016261644085646485,-395.5257069858412,0.06597834594323954,0.025426125377536
2340,-524937,-1055.7461348797049,-0.015240151928362056,0.04984926550687572,-5.963008611166911E-05,-1045.2376675475539,0.01784291565438514,377.8632166075361,0.017685599399003958,384.60539811035903,0.06490861192380845,0.03395881740270007,-0.016110455377599357,-397.96515383325203,-0.016241639630542894,-391.553753980582,0.06597834594323954,0.025426125377536
2360,-520037,-1045.8562413445318,-0.015186772744435102,0.049902644690802675,-5.956082715717897E-05,-1035.4458652295111,0.01782315756007717,373.8230493235251,0.01766618747818985,380.48575643120677,0.06490861192380845,0.03395881740270007,-0.01609077742322065,-393.9209479553438,-0.016221639664380293,-387.5824536594503,0.06597834594323954,0.025426125377536
2380,-515237,-1035.966347809359,-0.015133135495198555,0.04995628194003921,-5.949155404321395E-05,-1025.6520610507716,0.017803395426374696,369.7820560575518,0.017646771211808385,376.3654322231223,0.06490861192380845,0.03395881740270007,-0.016071095445831438,-389.8759152698129,-0.01620163600948763,-383.6101822234808,0.06597834594323954,0.025426125377536
2400,-510337,-1026.076454274186,-0.015079756313846698,0.050009661121391054,-5.942229508861301E-05,-1015.8602587170618,0.017783637332035116,365.7418887670764,0.01762735853721143,372.24610987404355,0.06490861192380845,0.03395881740270007,-0.01605141749142125,-385.83170938543395,-0.016181636843340164,-379.63856353665966,0.06597834594323954,0.025426125377536
2420,-505537,-1016.1865607390131,-0.01502611906720877,0.05006329836802899,-5.935302197453832E-05,-1006.0664545228149,0.01776387519830137,361.7008954947046,0.01760794151686419,368.12610506138634,0.06490861192380845,0.03395881740270007,-0.016031735514000875,-381.7866766934982,-0.016161633988594416,-375.66597366997865,0.06597834594323954,0.025426125377536
2440,-500737,-1006.2966672038401,-0.014972481821876072,0.050116935613361696,-5.928374886040906E-05,-996.2726503208538,0.017744113064552043,357.6599022191498,0.017588524119473672,364.006259962783,0.06490861192380845,0.03395881740270007,-0.016012053536565006,-377.74164399837633,-0.016141631533939178,-371.69322457168425,0.06597834594323954,0.025426125377536
2460,-495837,-996.4067736686671,-0.014919102644392772,0.05017031479084498,-5.921448990564219E-05,-986.4808479636837,0.017724354970165127,353.6197349189946,0.01756911031405449,359.8874166251546,0.06490861192380845,0.03395881740270007,-0.015992375582107664,-373.69743810430776,-0.016121633567735234,-367.72112832007224,0.06597834594323954,0.025426125377536
2480,-488037,-980.5829440123905,-0.014833592736475209,0.050255824698762545,-5.910366991413293E-05,-970.8131634348836,0.017692740403361922,347.1551368405771,0.017538045853725922,353.29726255639105,0.06490861192380845,0.03395881740270007,-0.015960889245745496,-367.22637794535933,-0.016089636018284646,-361.3651183988572,0.06597834594323954,0.025426125377536
2500,-468737,-941.0233698716988,-0.014619301848145323,0.05047011558709242,-5.8826591615911665E-05,-931.6399483210325,0.017613695907422747,330.9919896515375,0.017460372541669447,336.8219819050525,0.06490861192380845,0.03395881740270007,-0.015882165358677487,-351.04707390364285,-0.016009638447670033,-345.47168622722535,0.06597834594323954,0.025426125377536
2520,-449337,-901.463795731007,-0.014405269047035806,0.05068414838820195,-5.854952747622441E-05,-892.4687349348602,0.017534655450609664,314.82966838957606,0.017382697165523084,320.350098150417,0.06490861192380845,0.03395881740270007,-0.01580344549435265,-334.86859661461,-0.015929651363491955,-329.57651900024064,0.06597834594323954,0.025426125377536
2540,-429937,-861.9042215903153,-0.014191236266621306,0.05089818116861643,-5.8272463335655156E-05,-853.2975214239898,0.01745561499354496,298.6673470761632,0.017305015755196496,303.8807692978682,0.06490861192380845,0.03395881740270007,-0.01572472562977721,-318.6901192740742,-0.015849670676481225,-313.67880458756844,0.06597834594323954,0.025426125377536
2560,-410537,-822.3446474496235,-0.01397720350690181,0.051112213928335926,-5.79953991942039E-05,-814.1263077884211,0.017376574536228637,282.5050257112991,0.017227328309752314,287.41399534743067,0.06490861192380845,0.03395881740270007,-0.015646005764951176,-302.5116418820357,-0.015769696385614644,-297.7785429891845,0.06597834594323954,0.025426125377536
2580,-391137,-782.7850733089317,-0.013763170767877333,0.051326246667360395,-5.771833505187064E-05,-774.9550940281542,0.0172975340786607,266.34270429498366,0.017149634828252745,270.9497762991288,0.06490861192380845,0.03395881740270007,-0.015567285899874545,-286.3331644384945,-0.01568972848986915,-281.8757342050647,0.06597834594323954,0.025426125377536
2600,-371737,-743.22549916824,-0.013549138049547875,0.05154027938568985,-5.744127090865535E-05,-735.7838801431891,0.01721849362084114,250.18038282721673,0.01707193530975955,254.48811215298673,0.06490861192380845,0.03395881740270007,-0.015488566034547315,-270.15468694345043,-0.015609766988222145,-265.97037823518434,0.06597834594323954,0.025426125377536
